[7.1.2021 | 16:56:15] [Eωil]: JEbać <@!674351923607896110> 
[20.1.2021 | 23:4:48] [Sverige AKA Damian.]: Kopercie 20cm na 10cm 

[20.1.2021 | 23:5:12] [Sverige AKA Damian.]: No jeszcze zadzwonie do ekipy mailowej żeby ci tp wysłali 

[20.1.2021 | 23:5:20] [Szop Pracz]: 200 cm kwadratowych 

[20.1.2021 | 23:5:24] [Szop Pracz]: Supeeer 

[20.1.2021 | 23:5:38] [Sverige AKA Damian.]: Chuba mniej 

[20.1.2021 | 23:5:47] [Szop Pracz]: Może przez g-mail przyślesz? 

[20.1.2021 | 23:5:54] [Sverige AKA Damian.]: No tak 

[20.1.2021 | 23:6:8] [Szop Pracz]: Oj nie nei 5 to ocena na semestr matematyka 

[20.1.2021 | 23:6:25] [Szop Pracz]: B-3 

[20.1.2021 | 23:6:41] [Szop Pracz]: To ma być szop z okularami 

[20.1.2021 | 23:6:58] [Szop Pracz]: ฅ^•ﻌ•^ฅ 

[20.1.2021 | 23:6:58] [Sverige AKA Damian.]: Przyjedzie ci pod dom taka płaska cieżarówka jak papier i wyciągnie z bagażnika płaską jak papier koperte 

[20.1.2021 | 23:7:18] [Szop Pracz]: I bedzie instrukcja do origami 

[20.1.2021 | 23:7:21] [Szop Pracz]: xD 

[20.1.2021 | 23:7:28] [Sverige AKA Damian.]: Oj nwm nwm byczqu 

[20.1.2021 | 23:7:40] [Sverige AKA Damian.]: Iks de 

[20.1.2021 | 23:8:0] [Szop Pracz]: (^._.^)ﾉ 

[20.1.2021 | 23:8:13] [Szop Pracz]: /ᐠ｡ꞈ｡ᐟ\ 

[20.1.2021 | 23:8:13][Sverige AKA Damian.]: undefined [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/801573825267236874/20201209_102538.jpg] 

[20.1.2021 | 23:8:15] [Sverige AKA Damian.]: Nie ma jak to matematyka 

[20.1.2021 | 23:8:17] [Sverige AKA Damian.]: Pentagram trza się bronić 

[20.1.2021 | 23:8:42] [Szop Pracz]: xD 

[20.1.2021 | 23:8:53] [Sverige AKA Damian.]: O to dowód na to że matematyka jest przeklęta 

[20.1.2021 | 23:9:1] [Szop Pracz]: To nie książka!! 

[20.1.2021 | 23:9:3] [Mr.BibleThump]: (╯°□°）╯︵ ┻━┻ 

[20.1.2021 | 23:9:11] [Szop Pracz]: To portal do piekła 

[20.1.2021 | 23:9:16] [Sverige AKA Damian.]: Nom 

[20.1.2021 | 23:9:16] [Szop Pracz]: Znaczy 

[20.1.2021 | 23:9:22] [Szop Pracz]: Portal na matme 

[20.1.2021 | 23:9:25] [..nath]: Ping 

[20.1.2021 | 23:9:34] [Szop Pracz]: Jedno i to samo 

[20.1.2021 | 23:9:40] [Invejosa]: Halo, halo 

[20.1.2021 | 23:9:46] [Sverige AKA Damian.]: Wysłałem to zdjecie pani i jej powiedziałem matematyka jest przeklęta 

[20.1.2021 | 23:9:49] [Sverige AKA Damian.]: Halo, halo 

[20.1.2021 | 23:9:50] [Mr.BibleThump]: Siema kamiła 

[20.1.2021 | 23:9:51] [Sverige AKA Damian.]: No halo 

[20.1.2021 | 23:9:57] [Sverige AKA Damian.]: No dzwonie 

[20.1.2021 | 23:9:58] [Sverige AKA Damian.]: No 

[20.1.2021 | 23:10:1] [Sverige AKA Damian.]: Do 

[20.1.2021 | 23:10:7] [Sverige AKA Damian.]: Dzwonić się nie mogę 

[20.1.2021 | 23:10:9] [Sverige AKA Damian.]: No 

[20.1.2021 | 23:10:13] [Sverige AKA Damian.]: Iks de😂 

[20.1.2021 | 23:10:15] [NoOne]: Nie znajdziesz go już, za dużo wiadomości 

[20.1.2021 | 23:10:22] [Szop Pracz]: Heeeeeeeeeeeeeeeej to nei flood a onomatopeja :) 

[20.1.2021 | 23:10:37] [Sverige AKA Damian.]: Juz sprawdzan co to bylo 

[20.1.2021 | 23:10:50] [NoOne]: Flood 

[20.1.2021 | 23:10:53] [Szop Pracz]: Ide spanko 

[20.1.2021 | 23:10:54] [NoOne]: Fest flood 

[20.1.2021 | 23:10:58] [Szop Pracz]: Papatki 

[20.1.2021 | 23:11:2] [Szop Pracz]: Kochani 

[20.1.2021 | 23:11:8] [Sverige AKA Damian.]: Za dużo 

[20.1.2021 | 23:11:10] [Sverige AKA Damian.]: E 

[20.1.2021 | 23:11:11] [Szop Pracz]: Zwierzątka 

[20.1.2021 | 23:11:12] [Mr.BibleThump]: Narka szopku 

[20.1.2021 | 23:11:15] [Szop Pracz]: Moje 

[20.1.2021 | 23:11:16] [Sverige AKA Damian.]: Nie 

[20.1.2021 | 23:11:18] [Szop Pracz]: Kochane 

[20.1.2021 | 23:11:25] [Sverige AKA Damian.]: Nie zostawiaj mnie tu samego 

[20.1.2021 | 23:11:31] [Szop Pracz]: Przepraszam 

[20.1.2021 | 23:11:38] [Sverige AKA Damian.]: :( 

[20.1.2021 | 23:11:43] [Sverige AKA Damian.]: :*( 

[20.1.2021 | 23:11:44] [Szop Pracz]: Jutro musze wstać o 5:00 

[20.1.2021 | 23:11:46] [Sverige AKA Damian.]: _ 

[20.1.2021 | 23:11:53] [Szop Pracz]: Wojsko wzywa 

[20.1.2021 | 23:11:59] [Sverige AKA Damian.]: A to ciau 

[20.1.2021 | 23:12:4] [Szop Pracz]: 😔 

[20.1.2021 | 23:12:14] [NoOne]: <:peepoSalute:777925524973420585> 

[20.1.2021 | 23:12:34] [Sverige AKA Damian.]: You big friend in the small world 

[20.1.2021 | 23:12:46] [Mr.BibleThump]: Będziemy za Tobą tęsknić szopku 

[20.1.2021 | 23:12:52] [Szop Pracz]: Byliście na mnie jak bracia i siostry 

[20.1.2021 | 23:12:59] [Invejosa]: Pa 

[20.1.2021 | 23:13:8] [Szop Pracz]: A teraz pora na mnie 

[20.1.2021 | 23:13:15] [Sverige AKA Damian.]: Cytat z filmu na faktach 

[20.1.2021 | 23:13:19] [NoOne]: Do zobaczenia przyjacielu, w tym, albo lepszym świecie 

[20.1.2021 | 23:13:26] [Sverige AKA Damian.]: Cyaty 

[20.1.2021 | 23:13:30] [Sverige AKA Damian.]: Papa 

[20.1.2021 | 23:13:34] [Szop Pracz]: Karabin na plecy , nóż w ręce 

[20.1.2021 | 23:13:42] [Szop Pracz]: Długopis w dłoni 

[20.1.2021 | 23:13:53] [Sverige AKA Damian.]: I ruszajmy w przygody 

[20.1.2021 | 23:13:56] [Szop Pracz]: I ide nq matme o 5:300 

[20.1.2021 | 23:14:5] [Sverige AKA Damian.]: Wut 

[20.1.2021 | 23:14:10] [Sverige AKA Damian.]: <:What:754801496587108453> 

[20.1.2021 | 23:14:10] [Invejosa]: Kto był dzisiaj grzeczny? 

[20.1.2021 | 23:14:14] [Sverige AKA Damian.]: Ja 

[20.1.2021 | 23:14:17] [Mr.BibleThump]: Ja 

[20.1.2021 | 23:14:18] [Sverige AKA Damian.]: ! 

[20.1.2021 | 23:14:18] [Szop Pracz]: Ma ktoś egzorcystr? 

[20.1.2021 | 23:14:23] [Sverige AKA Damian.]: Ja 

[20.1.2021 | 23:14:34] [NoOne]: Ja nie :) 

[20.1.2021 | 23:14:34] [Sverige AKA Damian.]: Dzwoń pod 666 i tak dalej 

[20.1.2021 | 23:14:37] [Szop Pracz]: Pan szop kochanynsie zgłasza 

[20.1.2021 | 23:14:46] [Mr.BibleThump]: Ale bardziej ode mnie myślę że był grzeczny el samu 

[20.1.2021 | 23:15:8] [Sverige AKA Damian.]: Egzorcysta za nie calę 300 dokładnie za dwie stówy a jak z faktórą będzie drożej 

[20.1.2021 | 23:15:16] [NoOne]: Oczywiście, że nie 

[20.1.2021 | 23:15:19] [Szop Pracz]: Ide płakać 

[20.1.2021 | 23:15:28] [Szop Pracz]: Umierać z ojczyzne 

[20.1.2021 | 23:15:31] [Sverige AKA Damian.]: Uważaj pelzedupie bo dostaniesz po dupie iks de 

[20.1.2021 | 23:15:46] [Szop Pracz]: A pochwały nie dostał 

[20.1.2021 | 23:15:57] [Szop Pracz]: Pochwałe nie dostal 

[20.1.2021 | 23:15:59] [Mr.BibleThump]: El samu jak nie? 

[20.1.2021 | 23:16:7] [Szop Pracz]: Pochwa łe nie dosta ł 

[20.1.2021 | 23:16:16] [Sverige AKA Damian.]: Nic złego tam nie ma 

[20.1.2021 | 23:16:21] [Szop Pracz]: Poch wałe nie dostał 

[20.1.2021 | 23:16:26] [Sverige AKA Damian.]: Sprawdzałem 

[20.1.2021 | 23:16:33] [Szop Pracz]: Damianie 

[20.1.2021 | 23:16:36] [Invejosa]: Ty byłeś najbardziej (: 

[20.1.2021 | 23:16:39] [Sverige AKA Damian.]: Ej mogę cuś przesłać 

[20.1.2021 | 23:16:46] [Sverige AKA Damian.]: Tak? 

[20.1.2021 | 23:16:47] [Szop Pracz]: Chcesz mi służyć w misji? 

[20.1.2021 | 23:16:48] [Invejosa]: Zaraz Wam dam nagrodę za to, że byliście grzeczni 

[20.1.2021 | 23:16:48] [NoOne]: Umrzeć z honorem, to jak przeżyć 

[20.1.2021 | 23:16:54] [Szop Pracz]: :c 

[20.1.2021 | 23:17:2] [Sverige AKA Damian.]: Tak zawsze i wszędzie 

[20.1.2021 | 23:17:5] [Invejosa]: Ty też byłeś grzeczny 

[20.1.2021 | 23:17:22] [Szop Pracz]: Ide z damianem 

[20.1.2021 | 23:17:27] [Mr.BibleThump]: Invejosa kto był najgrzeczniejszy według Ciebie? 

[20.1.2021 | 23:17:34] [Szop Pracz]: Ja z kqrabinem i nożem 

[20.1.2021 | 23:17:46] [Sverige AKA Damian.]: Mogę coś wysłać ale są tam wulgaryzmy kolega mi przesłał to spojler pytanie 

[20.1.2021 | 23:17:54] [Szop Pracz]: On z paciorkiem i ściągami 

[20.1.2021 | 23:18:11] [Szop Pracz]: Nje 

[20.1.2021 | 23:18:21] [Sverige AKA Damian.]: Nie poddam się nigdy i oddam nawet życie za szopka jeśli będzie trzeba 

[20.1.2021 | 23:18:37] [Szop Pracz]: Nawzajem bracie 

[20.1.2021 | 23:19:32][Sverige AKA Damian.]: undefined [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/801576674290302986/received_743501116446994.jpeg] 

[20.1.2021 | 23:19:39] [Sverige AKA Damian.]: Iks de 

[20.1.2021 | 23:19:55] [Sverige AKA Damian.]: Bo mnie noe 

[20.1.2021 | 23:20:5] [Szop Pracz]: Tak a co szatanie matematyku 

[20.1.2021 | 23:20:14] [Sverige AKA Damian.]: Jak kogoś to bawi że idę z szopkiem na wojne proszę się przyznać 

[20.1.2021 | 23:20:19] [Szop Pracz]: Chcesz na solo? 

[20.1.2021 | 23:20:38] [NoOne]: Panowie 

[20.1.2021 | 23:20:40] [Szop Pracz]: A kto z dumą ochroni innyxh 

[20.1.2021 | 23:20:41] [NoOne]: Spokojnie 

[20.1.2021 | 23:20:45] [NoOne]: Bez agresji 

[20.1.2021 | 23:20:47] [Sverige AKA Damian.]: Nie zatakuje pierwszy ani nie podnise ręki pierwszy 

[20.1.2021 | 23:20:52] [Szop Pracz]: Dołączcie 

[20.1.2021 | 23:21:0] [Szop Pracz]: Do wosjka 

[20.1.2021 | 23:21:36] [Szop Pracz]: -_+()+_- 

[20.1.2021 | 23:21:47] [Szop Pracz]: Ide na drzemke 

[20.1.2021 | 23:21:52] [Szop Pracz]: Na polu bitwy 

[20.1.2021 | 23:22:1] [Szop Pracz]: Żegnajcie bracia 

[20.1.2021 | 23:22:10] [Szop Pracz]: Żegnajcie siostry 

[20.1.2021 | 23:22:17] [Szop Pracz]: Na nas pora 

[20.1.2021 | 23:22:18][Sverige AKA Damian.]: undefined [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/801577368690753546/Screenshot_20210120-232246_Google.jpg] 

[20.1.2021 | 23:22:43] [Sverige AKA Damian.]: <:Niedzwiedz:754942163233669230> 

[20.1.2021 | 23:22:56] [Sverige AKA Damian.]: ¯\\_(ツ)\_/¯ 

[20.1.2021 | 23:23:19] [Szop Pracz]: Zapamiętajcie nas dobrze 

[20.1.2021 | 23:23:45] [Sverige AKA Damian.]: Ja napewno cię zapamietam dobrze 

[20.1.2021 | 23:23:52] [Sverige AKA Damian.]: Czyli zostałem sam 

[20.1.2021 | 23:23:55] [Sverige AKA Damian.]: :( 

[20.1.2021 | 23:24:32] [Sverige AKA Damian.]: 😔 

[20.1.2021 | 23:24:41] [Mr.BibleThump]: Sadge 

[20.1.2021 | 23:24:53] [Szop Pracz]: Masz mnie bracie 

[20.1.2021 | 23:24:55] [Sverige AKA Damian.]: Jednak nie jestem sam :/ 

[20.1.2021 | 23:25:3] [Sverige AKA Damian.]: :> 

[20.1.2021 | 23:25:11] [Szop Pracz]: c: 

[20.1.2021 | 23:25:26] [Szop Pracz]: //dobra ide spac 

[20.1.2021 | 23:25:28] [Sverige AKA Damian.]: :D 

[20.1.2021 | 23:25:39] [Sverige AKA Damian.]: Donranoc 

[20.1.2021 | 23:25:44] [Sverige AKA Damian.]: Dobranocka 

[20.1.2021 | 23:25:50] [Szop Pracz]: Dobamoc 

[20.1.2021 | 23:25:54] [Sverige AKA Damian.]: Słodka nocka 

[20.1.2021 | 23:26:26] [Szop Pracz]: Życze ci ciastek piegusek bez orzechów z Milka z żabki 

[20.1.2021 | 23:26:39] [Sverige AKA Damian.]: Dzienki 

[20.1.2021 | 23:26:40] [Szop Pracz]: Czytaj: wszystkiego najlepszego 

[20.1.2021 | 23:26:55] [Sverige AKA Damian.]: Ja chyba też spadam jak nikt juz  bie zostaje 

[20.1.2021 | 23:27:3] [Szop Pracz]: Pa 

[20.1.2021 | 23:27:7] [Sverige AKA Damian.]: Ale jeszcze troszke posiedze i pi zekam 

[20.1.2021 | 23:27:8] [Sverige AKA Damian.]: Pa 

[20.1.2021 | 23:27:12] [Sverige AKA Damian.]: Poczekam 

[20.1.2021 | 23:27:46] [Mr.BibleThump]: No to zostaliśmy sami 

[20.1.2021 | 23:28:12] [Invejosa]: Dobra wróciłam 

[20.1.2021 | 23:28:38] [Mr.BibleThump]: Dobra jednak nie zostaliśmy sami 

[20.1.2021 | 23:28:55] [Sverige AKA Damian.]: .. 

[20.1.2021 | 23:28:56] [Sverige AKA Damian.]: . 

[20.1.2021 | 23:28:59] [Szop Pracz]: Ja odeszłem 

[20.1.2021 | 23:29:2] [NoOne]: Nigdy nie jesteś sam <:AK_Triggered_Nani:752082354868060231> jest nicość i jest ja 

[20.1.2021 | 23:29:19] [Mr.BibleThump]: Mroczne 

[20.1.2021 | 23:33:54] [Invejosa]: Ale mądre słowa 

[20.1.2021 | 23:41:43] [Szop Pracz]: Taaj 

[20.1.2021 | 23:41:45] [Szop Pracz]: K 

[20.1.2021 | 23:42:32] [Sverige AKA Damian.]: Ale cichuteńko tu... 

[20.1.2021 | 23:42:39] [Sverige AKA Damian.]: Aż za cicho... 

[20.1.2021 | 23:42:58] [NoOne]: Jeśli cicho to dobrze 

[20.1.2021 | 23:43:4] [Szop Pracz]: Cichutenieczko 

[20.1.2021 | 23:43:16] [NoOne]: Wiadomo, że ktoś się czai i czeka na moment do zaatakowania 

[20.1.2021 | 23:43:20] [Szop Pracz]: Nikt nje lubi szopów 

[20.1.2021 | 23:43:32] [Szop Pracz]: :c 

[20.1.2021 | 23:43:32] [..nath]: Pls mam kolejnego pinga z ta 

[20.1.2021 | 23:43:56] [Mr.BibleThump]: Dobra ja idę spać zegnajcie towarzysze broni 

[20.1.2021 | 23:43:56] [NoOne]: Nie szukaj 

[20.1.2021 | 23:44:1] [NoOne]: Nie warto 

[20.1.2021 | 23:44:7] [NoOne]: Pingu były dawno 

[20.1.2021 | 23:44:14] [Szop Pracz]: Dowidzenia brachu 

[20.1.2021 | 23:44:15] [Sverige AKA Damian.]: Papa 

[20.1.2021 | 23:44:15] [..nath]: Pls 

[20.1.2021 | 23:44:21] [Invejosa]: Ja Ci dałam <:Money:797453898372612096> 

[20.1.2021 | 23:44:30] [Szop Pracz]: Invejosa 

[20.1.2021 | 23:44:37] [Szop Pracz]: Lubisz szopy? 

[20.1.2021 | 23:44:44] [Sverige AKA Damian.]: Ja wręcz kocham szopy🥰 

[20.1.2021 | 23:44:50] [Szop Pracz]: I czy są ładne 

[20.1.2021 | 23:44:53] [Szop Pracz]: ? 

[20.1.2021 | 23:45:0][Sverige AKA Damian.]: undefined [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/801583081253109810/20210120_233632.jpg] 

[20.1.2021 | 23:45:1] [Sverige AKA Damian.]: Jak ten 

[20.1.2021 | 23:45:2] [..nath]: A to dzięki 

[20.1.2021 | 23:45:5] [..nath]: Idk za co 

[20.1.2021 | 23:45:7] [..nath]: Ale dzieki 

[20.1.2021 | 23:45:10] [Invejosa]: Za coś na pewno 

[20.1.2021 | 23:45:18] [Szop Pracz]: Ale co 

[20.1.2021 | 23:45:21] [..nath]: Dziwne 

[20.1.2021 | 23:45:26] [Szop Pracz]: Jeszcze mnie ignoruje 

[20.1.2021 | 23:45:27] [Sverige AKA Damian.]: Hmmmmy 

[20.1.2021 | 23:45:30] [Szop Pracz]: ;< 

[20.1.2021 | 23:45:49] [Sverige AKA Damian.]: 🙁 

[20.1.2021 | 23:46:21] [HLV DaaVi]: <a:PepeMiecze:779112237243039756> 

[20.1.2021 | 23:46:29] [Sverige AKA Damian.]: <:What:754801496587108453> 

[20.1.2021 | 23:46:37] [..nath]: Pls kora i kiki poszły spaç 

[20.1.2021 | 23:46:45] [..nath]: Z kim mam pisać 

[20.1.2021 | 23:46:48] [Sverige AKA Damian.]: <:What:754801496587108453> 

[20.1.2021 | 23:46:55] [Sverige AKA Damian.]: Z nami 

[20.1.2021 | 23:47:4] [Szop Pracz]: Ide płakanko mieszane z spanko 

[20.1.2021 | 23:47:10] [Szop Pracz]: Papatki 

[20.1.2021 | 23:47:30] [..nath]: Was się boje i nie mamy tematów <:What:754801496587108453> 

[20.1.2021 | 23:47:33] [NoOne]: Dobranoc 

[20.1.2021 | 23:47:45] [Szop Pracz]: Szopa sie bojisz? 

[20.1.2021 | 23:47:54] [..nath]: Jeszcze jak 

[20.1.2021 | 23:47:59] [Szop Pracz]: Dbr nc 

[20.1.2021 | 23:48:22] [Szop Pracz]: Nie ma czego , przy mnie jesteś bezpieczna 

[20.1.2021 | 23:48:25] [Szop Pracz]: :> 

[20.1.2021 | 23:48:36] [..nath]: Ale one nie mogą spać ;-; 

[20.1.2021 | 23:48:40] [Sverige AKA Damian.]: I prz mnie 

[20.1.2021 | 23:48:42] [..nath]: Ta 

[20.1.2021 | 23:48:50] [Sverige AKA Damian.]: No tak 

[20.1.2021 | 23:48:59] [..nath]: Ta 

[20.1.2021 | 23:49:17] [..nath]: I tak nie mamy tematów 

[20.1.2021 | 23:49:50] [HLV DaaVi]: Co tam? 

[20.1.2021 | 23:50:4] [Invejosa]: Dobrze 

[20.1.2021 | 23:50:30] [Szop Pracz]: Źle 

[20.1.2021 | 23:50:39] [Szop Pracz]: Inve mnie nie lubi 

[20.1.2021 | 23:50:51] [Szop Pracz]: I ignoruje 

[20.1.2021 | 23:51:5] [Sverige AKA Damian.]: Jak możesz invejosa 

[20.1.2021 | 23:51:20] [Sverige AKA Damian.]: Takie piękne stworzenie ignorować jak szop 

[20.1.2021 | 23:51:22] [Sverige AKA Damian.]: Pracz 

[20.1.2021 | 23:51:46] [Sverige AKA Damian.]: 🛡️ 

[20.1.2021 | 23:51:46] [NoOne]: Ale wiecie, że są też inni 

[20.1.2021 | 23:51:53] [Sverige AKA Damian.]: Wiem 

[20.1.2021 | 23:51:55] [Sverige AKA Damian.]: Y 

[20.1.2021 | 23:52:2] [NoOne]: Chodzi o to, że nie da się pisać z kilkoma osobami na raz 

[20.1.2021 | 23:52:21] [..nath]: Da się 🚪🏃 

[20.1.2021 | 23:52:37] [Invejosa]: Pisałam z El-Samu, przepraszam 

[20.1.2021 | 23:52:37] [Sverige AKA Damian.]: Da sie 

[20.1.2021 | 23:52:55] [..nath]: Ale to trzeba już wprawę mieć 

[20.1.2021 | 23:52:59] [..nath]: I dobrą korektę 

[20.1.2021 | 23:53:15] [Szop Pracz]: Nawet teraz unika 

[20.1.2021 | 23:53:20] [Invejosa]: Ja? 

[20.1.2021 | 23:53:23] [Sverige AKA Damian.]: Nie... w...i...ee...ddd...z...i..a..ł..em? 

[20.1.2021 | 23:53:28] [Szop Pracz]: Cie przeprosiła nie mnie 

[20.1.2021 | 23:53:37] [Invejosa]: Przepraszam 

[20.1.2021 | 23:53:41] [NoOne]: Nie flooduj, nie rozciągają słów 

[20.1.2021 | 23:53:47] [NoOne]: Nieprzyjemnie się to czyta 

[20.1.2021 | 23:53:51] [Sverige AKA Damian.]: Aleee 

[20.1.2021 | 23:53:57] [Szop Pracz]: *płakanko intensive* 

[20.1.2021 | 23:54:3] [Sverige AKA Damian.]: Ze steresowany jestem 

[20.1.2021 | 23:54:17] [Sverige AKA Damian.]: Cale rence mi sie trzenso 

[20.1.2021 | 23:54:20] [NoOne]: Pisz, jeśli potrzebujesz rozmowy 

[20.1.2021 | 23:54:22] [Sverige AKA Damian.]: Trzensą 

[20.1.2021 | 23:54:24] [Invejosa]: Dobranoc wszystkim 

[20.1.2021 | 23:54:30] [NoOne]: Dobranoc 

[20.1.2021 | 23:54:32] [Sverige AKA Damian.]: Dobranoc 

[20.1.2021 | 23:54:50] [Sverige AKA Damian.]: Nie wiem przez co się stresuje 

[20.1.2021 | 23:54:59] [Sverige AKA Damian.]: Ja spadam o 24 

[20.1.2021 | 23:55:1] [Sverige AKA Damian.]: .00 

[20.1.2021 | 23:55:6] [Sverige AKA Damian.]: Znaczy 

[20.1.2021 | 23:55:9] [..nath]: *tulas* nie płacz 

[20.1.2021 | 23:55:10] [Sverige AKA Damian.]: 00.00 

[20.1.2021 | 23:56:2] [Sverige AKA Damian.]: Głaszczę szopka po główce 

[20.1.2021 | 23:56:9] [..nath]: Ew 

[20.1.2021 | 23:57:43] [💚💙 кιηια 💚💙]: Hej 

[20.1.2021 | 23:57:51] [NoOne]: Hejka 

[20.1.2021 | 23:59:21] [NoOne]: <:AK_silent:751644924117516369> 

[20.1.2021 | 23:59:33] [💚💙 кιηια 💚💙]: Ale wiadomości było dzisiaj  xD 

[20.1.2021 | 23:59:53] [NoOne]: Trochę 

[20.1.2021 | 23:59:56] [Szop Pracz]: Płaczu płaxz 

[20.1.2021 | 23:59:59] [NoOne]: Dość sporo 

[21.1.2021 | 0:0:11] [Szop Pracz]: Nie poprawiłaś humoru 

[21.1.2021 | 0:0:50] [Pikczel]: Hold up to wy jeszcze rozmawiacie? 

[21.1.2021 | 0:0:56] [Szop Pracz]: Tak 

[21.1.2021 | 0:1:3] [Szop Pracz]: Płaxzu płaxz 

[21.1.2021 | 0:1:15] [NoOne]: Co niektórzy 

[21.1.2021 | 0:1:23] [Pikczel]: Jak widać 

[21.1.2021 | 0:1:47] [Pikczel]: Uhh 26 mam sprawdzian z biologii 

[21.1.2021 | 0:1:52] [..nath]: To jak mam? 

[21.1.2021 | 0:2:5] [Szop Pracz]: Źle 

[21.1.2021 | 0:2:10] [Szop Pracz]: Rozdupcyłem kolano 

[21.1.2021 | 0:2:16] [Szop Pracz]: Przed chwilą 

[21.1.2021 | 0:2:20] [Pikczel]: Ajj 

[21.1.2021 | 0:2:41] [Szop Pracz]: Spadłem z łoża piętrowego 

[21.1.2021 | 0:2:43] [Szop Pracz]: :( 

[21.1.2021 | 0:2:53] [Pikczel]: Czekaj 

[21.1.2021 | 0:2:54] [NoOne]: <a:CARRYpeeposad:751485887690571816> 

[21.1.2021 | 0:2:57] [..nath]: Chcesz to pisz pw 

[21.1.2021 | 0:3:1] [..nath]: Potem odpisze 

[21.1.2021 | 0:3:3] [..nath]: Do potem 

[21.1.2021 | 0:3:9] [NoOne]: Narka 

[21.1.2021 | 0:3:22] [Pikczel]: A nie ma w łóżkach piętrowych barier? 

[21.1.2021 | 0:3:39] [Szop Pracz]: Ja mam wejście szerokie 

[21.1.2021 | 0:3:47] [Szop Pracz]: Przy głowie 

[21.1.2021 | 0:3:48] [Pikczel]: Aa 

[21.1.2021 | 0:3:53] [Szop Pracz]: I spadłem 

[21.1.2021 | 0:3:55] [Szop Pracz]: Ała 

[21.1.2021 | 0:4:27] [Szop Pracz]: Pozwoli pqństwo na onomatopeja czyli naśladowanie dźwi3kós 

[21.1.2021 | 0:4:34] [Szop Pracz]: AAAŁĄA 

[21.1.2021 | 0:4:44] [Szop Pracz]: Już koniex 

[21.1.2021 | 0:6:24] [Szop Pracz]: Dodasz do znaj pikczel? 

[21.1.2021 | 0:7:3] [Szop Pracz]: Dobra ide na serio spanko 

[21.1.2021 | 0:7:13] [NoOne]: Dobranoc 

[21.1.2021 | 0:7:46] [Pikczel]: Dobranoc 

[21.1.2021 | 0:8:9] [Pikczel]: Może mi też by się przydał sen? 

[21.1.2021 | 0:8:13] [Sverige AKA Damian.]: Żegam i dobranoc do usłyszenia do jutra 

[21.1.2021 | 0:8:21] [Sverige AKA Damian.]: Jasne że tak 

[21.1.2021 | 0:8:27] [NoOne]: Zapewne 

[21.1.2021 | 0:8:46] [Pikczel]: Hmm Nie jestem pewien 

[21.1.2021 | 0:9:25] [NoOne]: Prawdopodobieństwo tego, że Twój organizm potrzebuje snu, jest wysokie 

[21.1.2021 | 0:9:37] [Pikczel]: Raczej nie 

[21.1.2021 | 0:9:40] [Pikczel]: A może 

[21.1.2021 | 0:11:28] [Pikczel]: W sumie nie długo mam sprawdzian z biologii 

[21.1.2021 | 0:12:11] [Pikczel]: Więc może lepiej te parę "minut" spędzić na nauce? 

[21.1.2021 | 0:12:36] [NoOne]: Jak wolisz, ale sen jest ważny, nie zapominaj 

[21.1.2021 | 0:12:48] [Pikczel]: Wiem 

[21.1.2021 | 0:13:36] [NoOne]: To dobrze 

[21.1.2021 | 9:1:9] [NoOne]: To średnio trochę 

[21.1.2021 | 9:1:15] [..nath]: Trochę bardzo 

[21.1.2021 | 9:1:26] [..nath]: Myślałam, że to jakieś psycholog 

[21.1.2021 | 9:1:36] [..nath]: A tu jakieś coś 

[21.1.2021 | 9:1:54] [Pikczel]: taa 

[21.1.2021 | 9:2:59] [Pikczel]: pamiętam jak byłem u psychologa nie wiem chyba jak do podstawowej musiałem iść 

[21.1.2021 | 9:3:13] [Pikczel]: i robiłem takie bez sensowne zadania 

[21.1.2021 | 9:3:28] [St3fan_K]: a gdzie masz zajęcia <@!598536600493752320> 

[21.1.2021 | 9:3:36] [..nath]: Na teamsie 

[21.1.2021 | 9:3:43] [St3fan_K]: a 

[21.1.2021 | 9:3:56] [St3fan_K]: bo ja mam w przychodni 

[21.1.2021 | 9:4:5] [..nath]: Bo to jest szkolny 

[21.1.2021 | 9:4:13] [..nath]: Do tego mnie matka nie chce zapisać 

[21.1.2021 | 9:4:40] [..nath]: A przydałoby się 

[21.1.2021 | 9:5:13] [💚💙 кιηια 💚💙]: To przekaż jej do wiadomości, ze potrzebujesz tego 

[21.1.2021 | 9:5:44] [Pikczel]: spodziewam się że to nie zadziała 

[21.1.2021 | 9:5:58] [..nath]: Nie zadziała 

