[7.1.2021 | 18:3:0] [fockus17]: $ha 
[16.1.2021 | 17:27:29] [fockus17]: $ma 

[16.1.2021 | 17:27:33] [fockus17]: $ma 

[16.1.2021 | 17:27:34] [fockus17]: $ma 

[16.1.2021 | 17:27:37] [fockus17]: $ma 

[16.1.2021 | 17:27:38] [fockus17]: $ma 

[16.1.2021 | 17:27:43] [fockus17]: $ma 

[16.1.2021 | 17:27:45] [fockus17]: $ma 

[16.1.2021 | 17:27:48] [fockus17]: $ma 

[16.1.2021 | 17:27:48] [fockus17]: $ma 

[16.1.2021 | 17:31:30] [fockus17]: $dk 

[16.1.2021 | 17:31:31] [fockus17]: $k 

[16.1.2021 | 17:31:40] [fockus17]: 'claim 92 

[16.1.2021 | 17:31:48] [fockus17]: $gold 

[16.1.2021 | 17:31:51] [fockus17]: Y 

[16.1.2021 | 17:31:53] [fockus17]: $k 

[16.1.2021 | 20:49:51] [fockus17]: $ma 

[16.1.2021 | 20:49:52] [fockus17]: $ma 

[16.1.2021 | 20:49:55] [fockus17]: $ma 

[16.1.2021 | 20:49:56] [fockus17]: $ma 

[16.1.2021 | 20:49:59] [fockus17]: $ma 

[16.1.2021 | 20:50:0] [fockus17]: $ma 

[16.1.2021 | 20:50:4] [fockus17]: $ma 

[16.1.2021 | 20:50:5] [fockus17]: $ma 

[16.1.2021 | 20:50:8] [fockus17]: $ma 

[16.1.2021 | 20:50:10] [fockus17]: $ma 

[16.1.2021 | 21:38:16] [fockus17]: $ma 

[16.1.2021 | 21:38:17] [fockus17]: $ma 

[16.1.2021 | 21:38:22] [fockus17]: $ma 

[16.1.2021 | 21:38:25] [fockus17]: $ma 

[16.1.2021 | 21:39:22] [Mangoludek]: $wa 

[16.1.2021 | 21:39:29] [Mangoludek]: $wa 

[16.1.2021 | 21:39:30] [Mangoludek]: $wa 

[16.1.2021 | 21:39:39] [Mangoludek]: $wa 

[16.1.2021 | 21:39:41] [Mangoludek]: $wa 

[16.1.2021 | 21:39:44] [Mangoludek]: $wa 

[16.1.2021 | 21:39:46] [Mangoludek]: $wa 

[16.1.2021 | 21:39:47] [Mangoludek]: $wa 

[16.1.2021 | 21:39:49] [Mangoludek]: $wa 

[16.1.2021 | 21:53:3] [fockus17]: $im Pingu 

[16.1.2021 | 21:53:8] [fockus17]: Jak to 

[16.1.2021 | 21:53:11] [fockus17]: Tak mało? 

[16.1.2021 | 21:53:18] [fockus17]: Co najmniej 500 powinno być 

[16.1.2021 | 22:59:19] [fockus17]: $ma 

[16.1.2021 | 22:59:20] [fockus17]: $ma 

[16.1.2021 | 22:59:22] [fockus17]: $ma 

[16.1.2021 | 22:59:23] [fockus17]: $ma 

[16.1.2021 | 22:59:26] [fockus17]: $mq 

[16.1.2021 | 22:59:27] [fockus17]: $ma 

[16.1.2021 | 22:59:28] [fockus17]: $ma 

[16.1.2021 | 22:59:31] [fockus17]: $ma 

[16.1.2021 | 22:59:32] [fockus17]: $ma 

[16.1.2021 | 22:59:35] [fockus17]: $ma 

[16.1.2021 | 22:59:36] [fockus17]: $ma 

[17.1.2021 | 0:0:26] [fockus17]: $ma 

[17.1.2021 | 0:0:27] [fockus17]: $ma 

[17.1.2021 | 0:0:30] [fockus17]: $ma 

[17.1.2021 | 0:0:31] [fockus17]: $ma 

[17.1.2021 | 0:0:36] [fockus17]: $ma 

[17.1.2021 | 0:0:37] [fockus17]: $ma 

[17.1.2021 | 0:0:41] [fockus17]: $ma 

[17.1.2021 | 0:0:42] [fockus17]: $ma 

[17.1.2021 | 0:0:48] [fockus17]: $ma 

[17.1.2021 | 0:0:49] [fockus17]: $ma 

[17.1.2021 | 0:1:2] [fockus17]: $im Shiva King 

[17.1.2021 | 15:2:58] [fockus17]: $ma 

[17.1.2021 | 15:3:0] [fockus17]: $ma 

[17.1.2021 | 15:3:3] [fockus17]: $ma 

[17.1.2021 | 15:3:4] [fockus17]: $ma 

[17.1.2021 | 15:3:6] [fockus17]: $ma 

[17.1.2021 | 15:3:7] [fockus17]: $ma 

[17.1.2021 | 15:3:10] [fockus17]: $ma 

[17.1.2021 | 15:3:11] [fockus17]: $ma 

[17.1.2021 | 15:3:14] [fockus17]: $ma 

[17.1.2021 | 15:3:15] [fockus17]: $ma 

[17.1.2021 | 20:38:15] [Mangoludek]: $wa 

[17.1.2021 | 20:38:20] [Mangoludek]: $wa 

[17.1.2021 | 20:38:22] [Mangoludek]: $wa 

[17.1.2021 | 20:38:23] [Mangoludek]: $wa 

[17.1.2021 | 20:38:25] [Mangoludek]: $wa 

[17.1.2021 | 20:38:27] [Mangoludek]: $wa 

[17.1.2021 | 20:38:28] [Mangoludek]: $wa 

[17.1.2021 | 20:38:32] [Mangoludek]: $wa 

[17.1.2021 | 20:38:34] [Mangoludek]: $wa 

[17.1.2021 | 20:45:35] [fockus17]: $ma 

[17.1.2021 | 20:45:36] [fockus17]: $ma 

[17.1.2021 | 20:45:42] [fockus17]: $ma 

[17.1.2021 | 20:45:43] [fockus17]: $ma 

[17.1.2021 | 20:45:56] [fockus17]: $ma 

[17.1.2021 | 20:45:57] [fockus17]: $ma 

[17.1.2021 | 20:46:0] [fockus17]: $ma 

[17.1.2021 | 20:46:1] [fockus17]: $ma 

[17.1.2021 | 20:46:4] [fockus17]: $ma 

[17.1.2021 | 20:46:5] [fockus17]: $ma 

[17.1.2021 | 20:49:40] [Mangoludek]: $im Aqua (Himawari) 

[17.1.2021 | 20:50:9] [fockus17]: $im Aqua 

[17.1.2021 | 20:50:15] [fockus17]: $dk 

[17.1.2021 | 20:50:28] [Mangoludek]: $dk 

[17.1.2021 | 20:50:32] [fockus17]: $k 

[17.1.2021 | 20:50:39] [Mangoludek]: $k 

[17.1.2021 | 20:50:49] [fockus17]: $silver 

[17.1.2021 | 20:51:0] [Mangoludek]: $Silver yes 

[17.1.2021 | 20:51:4] [Mangoludek]: Yes 

[17.1.2021 | 20:51:24] [fockus17]: $divorce all 

[17.1.2021 | 20:51:43] [fockus17]: $mmim 

[17.1.2021 | 20:51:49] [Mangoludek]: $mmim 

[17.1.2021 | 20:52:0] [Mangoludek]: $divorce Fuyuno Hinamori 

[17.1.2021 | 20:52:4] [Mangoludek]: Yes 

[17.1.2021 | 20:52:21] [Mangoludek]: $divorce Shigure Yukimi 

[17.1.2021 | 20:52:24] [Mangoludek]: Yes 

[17.1.2021 | 20:52:51] [Mangoludek]: $divorce Frederica Rozenfort 

[17.1.2021 | 20:52:55] [Mangoludek]: Yea 

[17.1.2021 | 20:52:57] [Mangoludek]: Yes 

[17.1.2021 | 20:53:9] [Mangoludek]: $divorce Sayu 

[17.1.2021 | 20:53:12] [Mangoludek]: Yes 

[17.1.2021 | 20:53:24] [Mangoludek]: $divorce SCP-789-J 

[17.1.2021 | 20:53:27] [Mangoludek]: $yes 

[17.1.2021 | 20:53:31] [Mangoludek]: Yes 

[17.1.2021 | 20:53:36] [fockus17]: $ma 

[17.1.2021 | 20:53:49] [Mangoludek]: $divorce Yae Tenzen 

[17.1.2021 | 20:54:9] [Mangoludek]: $divorce SCP-500 

[17.1.2021 | 20:54:11] [Mangoludek]: Yes 

[17.1.2021 | 20:54:40] [Mangoludek]: $divorce Futaba Igarashi 

[17.1.2021 | 20:54:41] [Mangoludek]: Yes 

[17.1.2021 | 20:54:57] [Mangoludek]: $divorce Bi-Beam LED Headlamp 

[17.1.2021 | 20:54:58] [Mangoludek]: Yes 

[17.1.2021 | 20:55:15] [Mangoludek]: $divorce Fran (GtKnSM) 

[17.1.2021 | 20:55:18] [Mangoludek]: Yes 

[17.1.2021 | 20:55:29] [Mangoludek]: $divorce Yaemori Mini 

[17.1.2021 | 20:55:31] [Mangoludek]: Yes 

[17.1.2021 | 21:9:10] [fockus17]: $mmim <@563456983257317402> 

[17.1.2021 | 21:9:51] [Mangoludek]: $divorce Sirius (RZ) 

[17.1.2021 | 21:9:53] [Mangoludek]: Yes 

[17.1.2021 | 21:10:6] [Mangoludek]: $divorce SCP-617 

[17.1.2021 | 21:10:8] [Mangoludek]: Yes 

[17.1.2021 | 21:10:20] [Mangoludek]: $divorce Mabel's Mawile 

[17.1.2021 | 21:10:23] [Mangoludek]: Yes 

[17.1.2021 | 21:10:41] [Mangoludek]: $divorce Shakespeare 

[17.1.2021 | 21:10:43] [Mangoludek]: Yes 

[17.1.2021 | 21:10:57] [Mangoludek]: $divorce Sakuya (DSMES) 

[17.1.2021 | 21:10:59] [Mangoludek]: Yes 

[17.1.2021 | 21:11:13] [Mangoludek]: $divorce Megami Nýx 

[17.1.2021 | 21:11:14] [Mangoludek]: Yes 

[17.1.2021 | 21:11:29] [Mangoludek]: $divorce Aria Holmes Kanzaki 

[17.1.2021 | 21:11:31] [Mangoludek]: Yes 

[17.1.2021 | 21:11:49] [fockus17]: $mmim 

[17.1.2021 | 21:11:53] [Mangoludek]: $divorce Kiriya Ubuyashiki 

[17.1.2021 | 21:11:55] [Mangoludek]: Yes 

[17.1.2021 | 21:12:21] [Mangoludek]: $divorce Ibuki Mioda 

[17.1.2021 | 21:12:22] [Mangoludek]: Yes 

[17.1.2021 | 21:12:34] [Mangoludek]: $divorce Sachiko Shinozaki 

[17.1.2021 | 21:12:35] [Mangoludek]: Yes 

[17.1.2021 | 21:12:45] [Mangoludek]: $divorce Pinky Pop Hepburn 

[17.1.2021 | 21:12:47] [Mangoludek]: Yes 

[17.1.2021 | 21:12:59] [Mangoludek]: $divorce Hazuki Shimada 

[17.1.2021 | 21:13:1] [Mangoludek]: Yes 

[17.1.2021 | 21:13:14] [Mangoludek]: $divorce Histoire 

[17.1.2021 | 21:13:16] [Mangoludek]: Yes 

[17.1.2021 | 21:13:35] [Mangoludek]: $divorce Mask 

[17.1.2021 | 21:13:36] [fockus17]: $mmim <@563456983257317402> 

[17.1.2021 | 21:13:36] [Mangoludek]: Yes 

[17.1.2021 | 21:14:27] [Mangoludek]: $divorce Yamato Nadeshiko 

[17.1.2021 | 21:14:29] [Mangoludek]: Yes 

[17.1.2021 | 21:14:50] [Mangoludek]: $divorce Dia 

[17.1.2021 | 21:14:52] [Mangoludek]: Yea 

[17.1.2021 | 21:15:9] [Mangoludek]: $divorce Hitomi Sakaki 

[17.1.2021 | 21:15:19] [Mangoludek]: $divorce Haineko Nanashi 

[17.1.2021 | 21:15:21] [Mangoludek]: Yes 

[17.1.2021 | 21:15:40] [Mangoludek]: $divorce Batchee 

[17.1.2021 | 21:15:41] [Mangoludek]: Yes 

[17.1.2021 | 21:15:54] [Mangoludek]: $divorce Kishirika Kishirisu 

[17.1.2021 | 21:15:55] [Mangoludek]: Yes 

[17.1.2021 | 21:16:6] [Mangoludek]: $divorce Touko Agatsuma 

[17.1.2021 | 21:16:8] [Mangoludek]: Yes 

[17.1.2021 | 21:16:20] [Mangoludek]: $divorce Hardgore Alice 

[17.1.2021 | 21:16:21] [Mangoludek]: Yes 

[17.1.2021 | 21:16:34] [Mangoludek]: $divorce Nonoka Sasaki 

[17.1.2021 | 21:16:36] [Mangoludek]: Yes 

[17.1.2021 | 21:16:51] [Mangoludek]: $divorce Nia Honjou 

[17.1.2021 | 21:16:53] [Mangoludek]: Yes 

[17.1.2021 | 21:26:23] [Mangoludek]: $mmin 

[17.1.2021 | 21:26:42] [Mangoludek]: $divorce Nia Honjou 

[17.1.2021 | 21:27:43] [fockus17]: $mmim 

[17.1.2021 | 21:28:10] [fockus17]: $divorce Ryota Suzui 

[17.1.2021 | 21:28:12] [fockus17]: Y 

[17.1.2021 | 21:28:13] [Mangoludek]: $k 

[17.1.2021 | 21:28:32] [fockus17]: $divorce Koma Enji 

[17.1.2021 | 21:28:34] [fockus17]: Y 

[17.1.2021 | 21:28:38] [fockus17]: $k 

[17.1.2021 | 21:28:40] [Mangoludek]: $mmin 

[17.1.2021 | 21:29:4] [Mangoludek]: $divorce Yae Tenzen 

[17.1.2021 | 21:29:5] [Mangoludek]: Yes 

[17.1.2021 | 21:29:33] [Mangoludek]: $divorce Dia 

[17.1.2021 | 21:29:35] [Mangoludek]: Yes 

[17.1.2021 | 21:29:49] [Mangoludek]: $divorce Hitomi Sakaki 

[17.1.2021 | 21:29:50] [Mangoludek]: Yes 

[17.1.2021 | 21:30:3] [Mangoludek]: $divorce Himari Kino 

[17.1.2021 | 21:30:5] [Mangoludek]: Yes 

[17.1.2021 | 21:30:50] [Mangoludek]: $divorce Tifana 

[17.1.2021 | 21:30:52] [Mangoludek]: Yes 

[17.1.2021 | 21:31:3] [Mangoludek]: $divorce Non Katagiri 

[17.1.2021 | 21:31:5] [Mangoludek]: Yes 

[17.1.2021 | 21:31:17] [Mangoludek]: $divorce Misaki 

[17.1.2021 | 21:31:19] [Mangoludek]: Yes 

[17.1.2021 | 21:31:37] [Mangoludek]: $divorce Derieri 

[17.1.2021 | 21:31:38] [Mangoludek]: Yes 

[17.1.2021 | 21:31:47] [Mangoludek]: $divorce Seika Tsutsukakushi 

[17.1.2021 | 21:31:48] [Mangoludek]: Yes 

[17.1.2021 | 21:31:57] [Mangoludek]: $divorce Chisaki Hiradaira 

[17.1.2021 | 21:31:58] [Mangoludek]: Yes 

[17.1.2021 | 21:32:9] [Mangoludek]: $divorce Amon Patricia 

[17.1.2021 | 21:32:10] [Mangoludek]: Yes 

[17.1.2021 | 21:32:22] [Mangoludek]: $divorce Erika Yano 

[17.1.2021 | 21:32:34] [Mangoludek]: $divorce Mei Irizaki 

[17.1.2021 | 21:32:36] [Mangoludek]: Yes 

[17.1.2021 | 21:33:15] [Mangoludek]: $divorce Lapis Lazuli (DD) 

[17.1.2021 | 21:33:17] [Mangoludek]: Yes 

[17.1.2021 | 21:33:27] [Mangoludek]: $divorce Merry (MGE) 

[17.1.2021 | 21:33:28] [Mangoludek]: Yes 

[17.1.2021 | 21:34:8] [Mangoludek]: $mmin 

[17.1.2021 | 21:38:18] [-Saki-]: 'claim 54 

[17.1.2021 | 21:48:56] [Mangoludek]: $divorce Erika Yano 

[17.1.2021 | 21:48:59] [Mangoludek]: Yes 

[17.1.2021 | 21:49:6] [Mangoludek]: $mmin 

[17.1.2021 | 21:49:33] [Mangoludek]: $divorce Little Suzy 

[17.1.2021 | 21:49:35] [Mangoludek]: Yes 

[17.1.2021 | 21:49:44] [Mangoludek]: $divorce Akane Akaza 

[17.1.2021 | 21:49:45] [Mangoludek]: Yes 

[17.1.2021 | 21:49:59] [Mangoludek]: $divorce Sachi Mitsuhara 

[17.1.2021 | 21:50:1] [Mangoludek]: Yes 

[17.1.2021 | 21:50:12] [Mangoludek]: $divorce Yura Yamato 

[17.1.2021 | 21:50:13] [Mangoludek]: Yes 

[17.1.2021 | 21:50:23] [Mangoludek]: $divorce Rino Juse 

[17.1.2021 | 21:50:24] [Mangoludek]: Yes 

[17.1.2021 | 21:50:35] [Mangoludek]: $divorce Marie (P4) 

[17.1.2021 | 21:50:36] [Mangoludek]: Yes 

[17.1.2021 | 21:50:44] [Mangoludek]: $divorce Anya Melfissa 

[17.1.2021 | 21:50:45] [Mangoludek]: Yes 

[17.1.2021 | 21:51:16] [Mangoludek]: $divorce Itsuki 

[17.1.2021 | 21:51:17] [Mangoludek]: Yes 

[17.1.2021 | 21:51:26] [Mangoludek]: $divorce Misato Tachibana 

[17.1.2021 | 21:51:27] [Mangoludek]: Yes 

[17.1.2021 | 21:51:38] [Mangoludek]: $divorce SCP-001 (The Broken God) 

[17.1.2021 | 21:51:39] [Mangoludek]: Yes 

[17.1.2021 | 21:51:56] [Mangoludek]: $divorce Theresia 

[17.1.2021 | 21:51:57] [Mangoludek]: Yes 

[17.1.2021 | 21:52:11] [Mangoludek]: $divorce Flare Argrande Jioral 

[17.1.2021 | 21:52:11] [Mangoludek]: Yes 

[17.1.2021 | 21:52:25] [Mangoludek]: $divorce Aika Sakuranomiya 

[17.1.2021 | 21:52:26] [Mangoludek]: Yes 

[17.1.2021 | 21:52:35] [Mangoludek]: $divorce Mitsuki Yamamoto 

[17.1.2021 | 21:52:37] [Mangoludek]: Yes 

[17.1.2021 | 21:52:45] [Mangoludek]: $divorce Elizabeth (NEET) 

[17.1.2021 | 21:52:47] [Mangoludek]: Yes 

[17.1.2021 | 21:52:56] [Mangoludek]: $mmin 

[17.1.2021 | 21:53:33] [Mangoludek]: $divorce Amemori Sayo 

[17.1.2021 | 21:53:34] [Mangoludek]: Yes 

[17.1.2021 | 21:53:43] [Mangoludek]: $divorce Yuu Sonoda 

[17.1.2021 | 21:53:45] [Mangoludek]: Yes 

[17.1.2021 | 21:54:34] [Mangoludek]: $divorce Liaka 

[17.1.2021 | 21:54:35] [Mangoludek]: Yes 

[17.1.2021 | 21:54:56] [Mangoludek]: $divorce Liaka 

[17.1.2021 | 21:54:57] [Mangoludek]: Yes 

[17.1.2021 | 21:55:13] [Mangoludek]: $divorce Ichigo Kohinata 

[17.1.2021 | 21:55:14] [Mangoludek]: Yes 

[17.1.2021 | 21:55:22] [Mangoludek]: $divorce Sumire Saitou 

[17.1.2021 | 21:55:23] [Mangoludek]: Yes 

[17.1.2021 | 21:55:34] [Mangoludek]: $divorce Gremory 

[17.1.2021 | 21:55:35] [Mangoludek]: Yes 

[17.1.2021 | 21:56:43] [Mangoludek]: $divorce Patricia Martin 

[17.1.2021 | 21:56:45] [Mangoludek]: Yes 

[17.1.2021 | 21:56:57] [fockus17]: $mmim <@563456983257317402> 

[17.1.2021 | 21:57:1] [Mangoludek]: $divorce Komami 

[17.1.2021 | 21:57:2] [Mangoludek]: Yes 

[17.1.2021 | 21:57:31] [Mangoludek]: $divorce Laika 

[17.1.2021 | 21:57:32] [Mangoludek]: Yes 

[17.1.2021 | 21:57:39] [Mangoludek]: $divorce Oguri Cap 

[17.1.2021 | 21:57:40] [Mangoludek]: Yes 

[17.1.2021 | 21:58:6] [Mangoludek]: $divorce Sally (BOFURI) 

[17.1.2021 | 21:58:7] [Mangoludek]: Yes 

[17.1.2021 | 21:58:21] [Mangoludek]: $divorce Ouka Ootori 

[17.1.2021 | 21:58:26] [Mangoludek]: Yes 

[17.1.2021 | 21:58:40] [Mangoludek]: $divorce Ichinose Uruha 

[17.1.2021 | 21:58:42] [Mangoludek]: Yes 

[17.1.2021 | 21:59:1] [Mangoludek]: $divorce Sunao Sumeragi 

[17.1.2021 | 21:59:3] [Mangoludek]: Yes 

[17.1.2021 | 21:59:12] [Mangoludek]: $divorce Haruka Narumi 

[17.1.2021 | 21:59:22] [Mangoludek]: $divorce Necai Sys 

[17.1.2021 | 21:59:24] [Mangoludek]: Yes 

[17.1.2021 | 21:59:32] [Mangoludek]: $divorce Marvelous Sunday 

[17.1.2021 | 21:59:33] [Mangoludek]: Yes 

[17.1.2021 | 21:59:43] [Mangoludek]: $k 

[17.1.2021 | 21:59:44] [fockus17]: $mmim 

[17.1.2021 | 21:59:50] [fockus17]: 'claim 87 

[17.1.2021 | 21:59:57] [fockus17]: $wishlist 

[17.1.2021 | 22:0:2] [Mangoludek]: $Silver 

[17.1.2021 | 22:0:4] [Mangoludek]: Yes 

[17.1.2021 | 22:0:34] [Mangoludek]: $wishlist 

[17.1.2021 | 22:0:39] [fockus17]: $mmim 

[17.1.2021 | 22:1:5] [fockus17]: $divorce Shima King 

[17.1.2021 | 22:1:7] [fockus17]: Y 

[17.1.2021 | 22:1:27] [fockus17]: $divorce Erich von Rerugen 

[17.1.2021 | 22:1:28] [fockus17]: Y 

[17.1.2021 | 22:1:45] [fockus17]: $divorce Tanaka (BB) 

[17.1.2021 | 22:1:47] [fockus17]: Y 

[17.1.2021 | 22:2:4] [Mangoludek]: $wa 

[17.1.2021 | 22:2:27] [fockus17]: $im Vaggie 

[17.1.2021 | 22:2:31] [Mangoludek]: $wa 

[17.1.2021 | 22:2:35] [Mangoludek]: $wa 

[17.1.2021 | 22:2:37] [Mangoludek]: $wa 

[17.1.2021 | 22:2:38] [Mangoludek]: $wa 

[17.1.2021 | 22:2:40] [Mangoludek]: $wa 

[17.1.2021 | 22:2:42] [Mangoludek]: $wa 

[17.1.2021 | 22:2:43] [Mangoludek]: $wa 

[17.1.2021 | 22:2:44] [Mangoludek]: $wa 

[17.1.2021 | 22:2:57] [fockus17]: $Inori Yuzuriha 

[17.1.2021 | 22:3:3] [Mangoludek]: $im Inori Yuzuriha 

[17.1.2021 | 22:3:4] [fockus17]: $im Inori Yuzuhira 

[17.1.2021 | 22:5:33] [Mangoludek]: Jebać stare baby prądem 

[17.1.2021 | 22:16:6] [VaggieTheUltimateMoth]: O chuj 

[17.1.2021 | 22:16:16] [VaggieTheUltimateMoth]: A gdzie al 

[17.1.2021 | 22:16:20] [VaggieTheUltimateMoth]: Gdzie alastor 

[17.1.2021 | 22:16:48] [VaggieTheUltimateMoth]: Na szczęście to była Vaggie a nie alastor uffff 

[17.1.2021 | 22:16:54] [VaggieTheUltimateMoth]: Zabiłabym sujsksjshs 

[17.1.2021 | 22:17:2] [VaggieTheUltimateMoth]: Oczywiście anigame 

[17.1.2021 | 22:17:8] [VaggieTheUltimateMoth]: Znaczy mudae 

[17.1.2021 | 22:17:18] [VaggieTheUltimateMoth]: Już se myle śmierci xd 

[17.1.2021 | 22:17:31] [VaggieTheUltimateMoth]: $im Alastor 

[17.1.2021 | 22:17:43] [VaggieTheUltimateMoth]: The Radio Demon is at The door 

[17.1.2021 | 22:18:24] [VaggieTheUltimateMoth]: https://tse2.mm.bing.net/th?id=OGC.d50354f417c3aa7199dc4e2ae5ede8ea&pid=Api&rurl=https%3a%2f%2fmedia.giphy.com%2fmedia%2fL2fKvwmMpcVYh5EihJ%2fgiphy.gif&ehk=nX6j3kgGgb9ePQ0gf6InRfsOyX%2fflCACUqfTaYJvSGQ%3d 

[17.1.2021 | 22:19:29] [VaggieTheUltimateMoth]: Hehe kochana gdybym chciał tu kogoś skrzywdzić 

[17.1.2021 | 22:19:43] [VaggieTheUltimateMoth]: **Już bym to zrobił.** 

[17.1.2021 | 22:19:51] [VaggieTheUltimateMoth]: *glitche* 

[17.1.2021 | 22:19:54] [VaggieTheUltimateMoth]: $m 

[17.1.2021 | 22:19:59] [VaggieTheUltimateMoth]: O 

[17.1.2021 | 22:20:1] [VaggieTheUltimateMoth]: $m 

[17.1.2021 | 22:20:4] [VaggieTheUltimateMoth]: $m 

[17.1.2021 | 22:20:6] [VaggieTheUltimateMoth]: $m 

[17.1.2021 | 22:20:8] [VaggieTheUltimateMoth]: $m 

[17.1.2021 | 22:20:9] [VaggieTheUltimateMoth]: $m 

[17.1.2021 | 22:20:11] [VaggieTheUltimateMoth]: $m 

[17.1.2021 | 22:20:13] [VaggieTheUltimateMoth]: $m 

[17.1.2021 | 22:20:16] [VaggieTheUltimateMoth]: $m 

[17.1.2021 | 22:20:27] [VaggieTheUltimateMoth]: OkI 

[17.1.2021 | 22:20:34] [VaggieTheUltimateMoth]: GoOd 

[17.1.2021 | 22:24:12] [VaggieTheUltimateMoth]: $im Octavia (HB) 

[17.1.2021 | 22:24:20] [VaggieTheUltimateMoth]: Czemu jedno 

[17.1.2021 | 22:24:29] [VaggieTheUltimateMoth]: $im Stella (HB) 

[17.1.2021 | 22:24:46] [VaggieTheUltimateMoth]: $im Lucifer (HH) 

[17.1.2021 | 22:24:51] [VaggieTheUltimateMoth]: Jak to 

[17.1.2021 | 22:24:57] [VaggieTheUltimateMoth]: Władca piekła kurwa 

[17.1.2021 | 22:25:16] [VaggieTheUltimateMoth]: To księżniczkę masz a króla nie? 

[17.1.2021 | 22:25:18] [VaggieTheUltimateMoth]: Ale zjeb 

[17.1.2021 | 22:25:32] [VaggieTheUltimateMoth]: Tego to musi mieć 

[17.1.2021 | 22:25:38] [VaggieTheUltimateMoth]: $im Stolas 

[17.1.2021 | 22:25:42] [VaggieTheUltimateMoth]: No 

[17.1.2021 | 22:26:3] [VaggieTheUltimateMoth]: Gdyby ta śmieciuwa nie miała to bym ją zabiła 

[17.1.2021 | 22:26:18] [VaggieTheUltimateMoth]: Jeszcze moxxie'go dałaś adamowi 

[17.1.2021 | 22:31:36] [VaggieTheUltimateMoth]: $mm 

[17.1.2021 | 22:35:6] [fockus17]: $ma 

[17.1.2021 | 22:35:7] [fockus17]: $ma 

[17.1.2021 | 22:35:11] [fockus17]: $ma 

[17.1.2021 | 22:35:16] [fockus17]: $ma 

[17.1.2021 | 22:35:20] [fockus17]: $ma 

[17.1.2021 | 22:35:21] [fockus17]: $ma 

[17.1.2021 | 22:35:24] [fockus17]: $ma 

[17.1.2021 | 22:35:26] [fockus17]: $ma 

[17.1.2021 | 22:35:33] [fockus17]: $ma 

[17.1.2021 | 22:35:34] [fockus17]: $ma 

[17.1.2021 | 22:35:41] [fockus17]: $im Fubuki 

[17.1.2021 | 22:36:51] [fockus17]: <@563456983257317402> 

[17.1.2021 | 22:37:25] [fockus17]: <@563456983257317402> 

[17.1.2021 | 22:38:16] [fockus17]: $im Saitama 

[17.1.2021 | 22:38:37] [fockus17]: $wishlist 

[17.1.2021 | 22:41:32] [VaggieTheUltimateMoth]: 'claim 17 

[17.1.2021 | 22:48:27] [fockus17]: $ma 

[17.1.2021 | 22:48:38] [fockus17]: $im Ayato Yuri 

[17.1.2021 | 22:48:53] [fockus17]: $im Ferris 

[17.1.2021 | 23:32:21] [Mangoludek]: $wa 

[17.1.2021 | 23:32:31] [Mangoludek]: $wa 

[17.1.2021 | 23:32:36] [Mangoludek]: $wa 

[17.1.2021 | 23:32:38] [Mangoludek]: $wa 

[17.1.2021 | 23:32:40] [Mangoludek]: $wa 

[17.1.2021 | 23:32:42] [Mangoludek]: $wa 

[17.1.2021 | 23:32:46] [Mangoludek]: $wa 

[17.1.2021 | 23:32:48] [Mangoludek]: $wa 

[17.1.2021 | 23:32:49] [Mangoludek]: $wa 

[17.1.2021 | 23:35:26] [fockus17]: $im Mikudayo 

[17.1.2021 | 23:35:30] [fockus17]: $ma 

[17.1.2021 | 23:35:31] [fockus17]: $ma 

[17.1.2021 | 23:35:35] [fockus17]: $ma 

[17.1.2021 | 23:35:36] [fockus17]: $ma 

[17.1.2021 | 23:35:41] [fockus17]: $ma 

[17.1.2021 | 23:35:42] [fockus17]: $ma 

[17.1.2021 | 23:35:44] [fockus17]: $ma 

[17.1.2021 | 23:35:45] [fockus17]: $ma 

[17.1.2021 | 23:35:49] [fockus17]: $ma 

[17.1.2021 | 23:35:50] [fockus17]: $ma 

[18.1.2021 | 8:56:35] [Mangoludek]: $wa 

[18.1.2021 | 8:56:42] [Mangoludek]: $wa 

[18.1.2021 | 8:56:43] [Mangoludek]: $wa 

[18.1.2021 | 8:56:45] [Mangoludek]: $wa 

[18.1.2021 | 8:56:49] [Mangoludek]: $wa 

[18.1.2021 | 8:56:51] [Mangoludek]: $wa 

[18.1.2021 | 8:56:52] [Mangoludek]: $wa 

[18.1.2021 | 8:56:53] [Mangoludek]: $wa 

[18.1.2021 | 8:56:55] [Mangoludek]: $wa 

[18.1.2021 | 8:56:56] [Mangoludek]: $wa 

