[9.1.2021 | 20:2:19] [Kishunia]: Pora na tabletki. 
[13.1.2021 | 18:18:22] [krasnal ogrodowy niko]: Oh 

[13.1.2021 | 18:18:38] [cheeto pizzerini]: ale ide po to 

[13.1.2021 | 18:18:50] [cheeto pizzerini]: żeby miec zwolnienie na symestr z wuefu 

[13.1.2021 | 18:18:59] [cheeto pizzerini]: 😎 🤩 

[13.1.2021 | 18:19:4] [cheeto pizzerini]: bo na chuj to komu 

[13.1.2021 | 18:19:6] [krasnal ogrodowy niko]: Ja jak chodziłem do lekarza to czekałem pięć, sześć godzin na wizytę 

[13.1.2021 | 18:19:14] [cheeto pizzerini]: ajaj 

[13.1.2021 | 18:19:20] [cheeto pizzerini]: u mnie jest normalnie 

[13.1.2021 | 18:20:23] [krasnal ogrodowy niko]: Może dlatego tak miałem bo do Prokocimia jeździłem 

[13.1.2021 | 18:43:31] [po prostu kaczka]: Ja 

[13.1.2021 | 18:43:33] [po prostu kaczka]: Ja sobie zyje 

[13.1.2021 | 18:43:35] [po prostu kaczka]: I ten 

[13.1.2021 | 18:43:37] [po prostu kaczka]: Umieram 

[13.1.2021 | 18:43:51] [po prostu kaczka]: Jadlam dzis wege gyros tak 

[13.1.2021 | 19:46:13] [sexy clown man 😻]: Boobs 

[13.1.2021 | 20:0:53] [krasnal ogrodowy niko]: <@385907572055736320> 

[13.1.2021 | 20:0:54] [krasnal ogrodowy niko]: Witamy 

[13.1.2021 | 20:0:59] [God, Save The Queen]: no hej 

[13.1.2021 | 20:1:5] [God, Save The Queen]: <@!385909070348943361> hej 

[13.1.2021 | 20:1:10] [krasnal ogrodowy niko]: <@385909070348943361> witamy ^^ 

[13.1.2021 | 20:1:14] [Adrianek]: Dzieńdoberek 

[13.1.2021 | 20:1:36] [krasnal ogrodowy niko]: Zapraszamy na <#787969432533336094> 

[13.1.2021 | 20:1:40] [krasnal ogrodowy niko]: Fajne rolę do zdobycia są 

[13.1.2021 | 20:5:19] [krasnal ogrodowy niko]: A co tam u was? 

[13.1.2021 | 20:5:35] [Adrianek]: Całkiem, całkiem.
Natomiast mamy pytanko 

[13.1.2021 | 20:5:48] [krasnal ogrodowy niko]: Hm? 

[13.1.2021 | 20:5:49] [Adrianek]: Z jakich wizerunków, korzystamy na serwerze? 

[13.1.2021 | 20:5:57] [krasnal ogrodowy niko]: Hm, co masz na myśli? 

[13.1.2021 | 20:6:5] [krasnal ogrodowy niko]: Co do wizerunków chyba nie mamy wymogów 

[13.1.2021 | 20:6:9] [krasnal ogrodowy niko]: Mogą być jakie chcecie 

[13.1.2021 | 20:6:35] [Adrianek]: Mam na myśli, czy na serwerze korzysta się z (anime,artów,realnych wizerunków.) 

[13.1.2021 | 20:7:16] [krasnal ogrodowy niko]: Przeważają raczej anime 

[13.1.2021 | 20:7:23] [Adrianek]: <:clown_pepe:787730983344275469> 

[13.1.2021 | 20:8:38] [krasnal ogrodowy niko]: To źle? 

[13.1.2021 | 20:8:42] [krasnal ogrodowy niko]: Możecie też zrobić normalne 

[13.1.2021 | 20:8:49] [krasnal ogrodowy niko]: Nie ma nakazu robić anime 

[13.1.2021 | 20:9:39] [Adrianek]: Trochę tak. 

[13.1.2021 | 20:9:45] [Adrianek]: Mógłbym ujrzeć jakieś przykładowe odpisy? 

[13.1.2021 | 20:10:10] [krasnal ogrodowy niko]: Ale nie ma przymusu anime ;_; 

[13.1.2021 | 20:10:20] [krasnal ogrodowy niko]: Tylko że większość robiła takie 

[13.1.2021 | 20:12:30] [Adrianek]: Rozumiem -- jednakże i tak to lekko zniechęca. 

[13.1.2021 | 20:13:22][krasnal ogrodowy niko]: undefined [Image Link:https://cdn.discordapp.com/attachments/787765832033107968/798993114685112370/Screenshot_2021-01-13-20-10-49-75_572064f74bd5f9fa804b05334aa4f912.jpg] 

[13.1.2021 | 20:13:23] [krasnal ogrodowy niko]: Tu są odpisy przykładowe 

[13.1.2021 | 20:13:29] [krasnal ogrodowy niko]: Ale się zaczynają wydłużać i więcej zaczynają pisać 

[13.1.2021 | 20:19:8] [Adrianek]: W takim wypadku, niestety nie pozostaniemy na dłużej 

[13.1.2021 | 20:19:17] [Adrianek]: Życzymy powodzonka! ♥️ 

[13.1.2021 | 20:35:44] [cheeto pizzerini]: ||XD|| 

[13.1.2021 | 21:16:8] [po prostu kaczka]: XD co 

[13.1.2021 | 21:16:18] [po prostu kaczka]: Nikt nic 

[13.1.2021 | 21:16:24] [po prostu kaczka]: HEJ JAKIE SĄ TU WIZERUNKI 

[13.1.2021 | 21:16:28] [po prostu kaczka]: No nie ma 

[13.1.2021 | 21:16:31] [po prostu kaczka]: Anime? 

[13.1.2021 | 21:16:40] [po prostu kaczka]: No większość robi z anime ale jak chcesz rób 

[13.1.2021 | 21:16:44] [po prostu kaczka]: O fu anime zniechęca 

[13.1.2021 | 21:16:46] [po prostu kaczka]: Żegnam 

[13.1.2021 | 21:17:40] [krasnal ogrodowy niko]: Smutno mi teraz 

[13.1.2021 | 21:17:55] [po prostu kaczka]: E tam nie warto się taką osobą przejmować 

[13.1.2021 | 21:18:4] [po prostu kaczka]: Skoro skresla serwer za coś takiego 

[13.1.2021 | 21:26:53] [FiczetoX]: Osoby nienawidzące anime 

[13.1.2021 | 21:45:49] [cheeto pizzerini]: to ja 

[13.1.2021 | 22:21:16] [krasnal ogrodowy niko]: Ale dużo aktywnych osóbkę 

[13.1.2021 | 22:23:22] [piołun]: Sjsjsb 

[13.1.2021 | 22:23:29] [piołun]: Ale gupie 

[13.1.2021 | 22:23:37] [piołun]: Ktos ma anime na profilowym 

[13.1.2021 | 22:23:50] [piołun]: ZNIECHENCA MNIE TO. 

[13.1.2021 | 22:24:8] [piołun]: i ten niko specjalnie szukajacy jakiegos watku z długimi odpisami xD 

[13.1.2021 | 22:26:41] [krasnal ogrodowy niko]: No ;_; 

[13.1.2021 | 22:26:51] [krasnal ogrodowy niko]: Ja naprawdę się staram ludziska proszę przychodźcie 

[13.1.2021 | 22:27:11] [piołun]: Ale co jest zlego w anime obrazkach????? 

[13.1.2021 | 22:27:33] [krasnal ogrodowy niko]: Nie wiem 

[13.1.2021 | 22:28:30] [piołun]: Przez chwile myslalam ze ma kenme na profilowym i mnie zlagowalo 

[13.1.2021 | 22:28:31] [piołun]: Ale nie 

[13.1.2021 | 22:28:35] [piołun]: XD 

[13.1.2021 | 22:29:25] [krasnal ogrodowy niko]: XD 

[13.1.2021 | 22:29:27] [krasnal ogrodowy niko]: Heeej 

[13.1.2021 | 22:29:30] [krasnal ogrodowy niko]: Zmień sobie prof w końcu 

[13.1.2021 | 22:30:11] [piołun]: Ja? 

[13.1.2021 | 22:30:14] [piołun]: A 

[13.1.2021 | 22:30:21] [piołun]: No ale ten 

[13.1.2021 | 22:30:30] [piołun]: Jednak mi sie nie podobajom 

[13.1.2021 | 22:30:36] [piołun]: Znaczy nie wiem 

[13.1.2021 | 22:36:6] [krasnal ogrodowy niko]: ;_; 

[13.1.2021 | 22:41:31] [krasnal ogrodowy niko]: Arrow jest do dupy 

[13.1.2021 | 22:48:17] [piołun]: He 

[13.1.2021 | 23:7:37] [krasnal ogrodowy niko]: Taki ten 

[13.1.2021 | 23:7:55] [krasnal ogrodowy niko]: Serial na nerflixie 

[13.1.2021 | 23:19:1] [krasnal ogrodowy niko]: Co tam 

[13.1.2021 | 23:19:4] [krasnal ogrodowy niko]: Jak tam życie 

[13.1.2021 | 23:30:24] [Kishunia]: Jutro będę walczyć z Triceratopsem 

[13.1.2021 | 23:30:30] [Kishunia]: I fizyką 

[13.1.2021 | 23:30:37] [Kishunia]: I Hitboxem 

[13.1.2021 | 23:30:45] [krasnal ogrodowy niko]: Eeeeeee 

[13.1.2021 | 23:30:47] [krasnal ogrodowy niko]: Ok 

[13.1.2021 | 23:30:52] [krasnal ogrodowy niko]: Nie do końca wiem o co chodzi 

[13.1.2021 | 23:30:53] [krasnal ogrodowy niko]: Ale ok 

[13.1.2021 | 23:30:54] [Kishunia]: Czyli grać w AEK 

[13.1.2021 | 23:35:6] [piołun]: Bsbbs 

[13.1.2021 | 23:35:17] [krasnal ogrodowy niko]: A co to 

[13.1.2021 | 23:35:43] [krasnal ogrodowy niko]: Ej w sumie 

[13.1.2021 | 23:35:50] [krasnal ogrodowy niko]: Jack w resident evil 7 

[13.1.2021 | 23:36:3] [krasnal ogrodowy niko]: To ojciec, którego po prostu chciałbyś wysłać po pierdolone mleko 

[13.1.2021 | 23:36:5] [FiczetoX]: Dzień dobry 

[13.1.2021 | 23:36:10] [piołun]: Xd 

[13.1.2021 | 23:37:10] [krasnal ogrodowy niko]: Żebyście wy mnie dzisiaj słyszeli 

[13.1.2021 | 23:37:45] [krasnal ogrodowy niko]: Niko na codzień: UwU tencza, słoneczniki, kwiatki, obiadki
Niko przy grze: KURWA MAĆ DO CHOLERY JASNEJ PIERDOLONY CHUJ NIECH WYPIERDALA 

[14.1.2021 | 11:24:52] [FiczetoX]: Dzień dobry 

[14.1.2021 | 11:27:45] [krasnal ogrodowy niko]: Hej 

[14.1.2021 | 11:28:32] [krasnal ogrodowy niko]: Jak tam u ciebie? 

[14.1.2021 | 11:29:9] [krasnal ogrodowy niko]: A u mnie źle 

[14.1.2021 | 11:29:21] [FiczetoX]: Co się stało? 

[14.1.2021 | 11:35:51] [krasnal ogrodowy niko]: Mam strasznego doła 

[14.1.2021 | 11:37:53] [FiczetoX]: Dlaczego? 

[14.1.2021 | 11:43:40] [po prostu kaczka]: Ojc "( 

[14.1.2021 | 11:43:45] [po prostu kaczka]: Odloz te grupe 

[14.1.2021 | 11:43:47] [po prostu kaczka]: Idz na sanki 

[14.1.2021 | 11:43:48] [po prostu kaczka]: Niko 

[14.1.2021 | 12:10:26] [DoctorToxic]: Ey psstt 

[14.1.2021 | 12:10:32] [DoctorToxic]: Anime czy gry? 

[14.1.2021 | 14:10:48] [piołun]: TAK WIEM ZE TO MA INNA NAZWE ALE SASAGEYO TAK 

[14.1.2021 | 15:4:37] [krasnal ogrodowy niko]: SASAGEJO 

[14.1.2021 | 15:17:1] [krasnal ogrodowy niko]: Wróciliśmy 

[14.1.2021 | 15:17:4] [krasnal ogrodowy niko]: :D 

[14.1.2021 | 15:17:13] [krasnal ogrodowy niko]: Z sanków 

[14.1.2021 | 15:17:21] [piołun]: A ja uciekam elo 

[14.1.2021 | 15:26:50] [krasnal ogrodowy niko]: Pa... 

[14.1.2021 | 15:27:34] [po prostu kaczka]: I jak bylo 

[14.1.2021 | 15:58:48][DoctorToxic]: undefined [Image Link:https://cdn.discordapp.com/attachments/787765832033107968/799291440474751017/Screenshot_20210114_155841_es.treebit.decisionroulette.jpg] 

[14.1.2021 | 15:58:53] [DoctorToxic]: Eh no to czas na Yuri on ice 

[14.1.2021 | 15:58:54] [DoctorToxic]: Świetnie 

[14.1.2021 | 16:2:5] [krasnal ogrodowy niko]: YAAAAAAAAAAAAAAAAAAAAAEEEEEEEEEEEEEEJ 

[14.1.2021 | 16:5:50] [DoctorToxic]: Dlaczego się tak cieszysz 

[14.1.2021 | 16:7:47] [DoctorToxic]: Boję się 

[14.1.2021 | 16:9:37][DoctorToxic]: undefined [Image Link:https://cdn.discordapp.com/attachments/787765832033107968/799294163291471912/IMG_20210114_160925.jpg] 

[14.1.2021 | 16:9:40] [DoctorToxic]: Naprawdę to robię 

[14.1.2021 | 16:11:59] [krasnal ogrodowy niko]: EJEZMQOABRXE 

[14.1.2021 | 16:12:0] [krasnal ogrodowy niko]: JJ 

[14.1.2021 | 16:12:12] [krasnal ogrodowy niko]: MAM NOWY LAPTOOOP 

[14.1.2021 | 16:12:15] [krasnal ogrodowy niko]: taki fajny 

[14.1.2021 | 16:12:16] [FiczetoX]: Co ty tak krzyczysz? 

[14.1.2021 | 16:12:17] [krasnal ogrodowy niko]: Czerwony 

[14.1.2021 | 16:12:29] [FiczetoX]: Mój nadal w naprawie 

[14.1.2021 | 16:12:30] [18seba03]: pc > laptop 

[14.1.2021 | 16:12:46] [krasnal ogrodowy niko]: Nie chciałem mieć komputera 

[14.1.2021 | 16:12:56] [krasnal ogrodowy niko]: Nie wszyscy chcą mieć komputer do grania xD 

[14.1.2021 | 16:13:19] [FiczetoX]: Ej, to _teoretycznie_ możesz wejść na tamten serwer 

[14.1.2021 | 16:13:44] [DoctorToxic]: Ja mam laptop lmao 

[14.1.2021 | 16:13:59] [FiczetoX]: Ja też, ale w naprawie 

[14.1.2021 | 16:14:3] [DoctorToxic]: Kurwa help na mojej grupie klasowej 

[14.1.2021 | 16:14:8] [DoctorToxic]: Już gadają o planie lekcji 

[14.1.2021 | 16:14:16] [DoctorToxic]: Czy ja mogę odpocząć jeszcze 

[14.1.2021 | 16:14:33] [krasnal ogrodowy niko]: Nom, wejdę, tylko pierwsze maks będzie mi musiał popatrzeć na to 

[14.1.2021 | 16:15:26] [FiczetoX]: Na co? 

[14.1.2021 | 16:16:25] [krasnal ogrodowy niko]: Na laptopa 

[14.1.2021 | 16:16:30] [krasnal ogrodowy niko]: Czy aby na pewno wszystko działa 

[14.1.2021 | 16:17:6] [po prostu kaczka]: Yeeey 

[14.1.2021 | 16:30:49] [DoctorToxic]: Udizjcjsjvijsnv 

[14.1.2021 | 16:31:18] [DoctorToxic]: Jakoś nie umiem się zachwycać tym Wiktorem 

[14.1.2021 | 16:31:32] [DoctorToxic]: Mam za duży cringe jeszcze do tego anime 

[14.1.2021 | 16:31:34] [DoctorToxic]: Pomocy 

[14.1.2021 | 16:31:49] [DoctorToxic]: Nie daje rady tego oglądać 

[14.1.2021 | 16:31:53] [DoctorToxic]: Ściska mnie w środku 

[14.1.2021 | 16:31:58] [krasnal ogrodowy niko]: Czemu >:( 

[14.1.2021 | 16:32:9] [DoctorToxic]: Nie wiem coś mnie hamuje od środka 

[14.1.2021 | 16:33:6] [DoctorToxic]: :0 

[14.1.2021 | 16:33:24] [DoctorToxic]: Kupił psa i nazwał go wiktor 

[14.1.2021 | 16:33:25] [DoctorToxic]: :0 

[14.1.2021 | 16:37:52] [cheeto pizzerini]: Hej wszystkim 

[14.1.2021 | 16:37:56] [cheeto pizzerini]: Hej 

[14.1.2021 | 16:37:59] [cheeto pizzerini]: Wszystkim 

[14.1.2021 | 16:41:21] [krasnal ogrodowy niko]: Hej 

[14.1.2021 | 16:41:32] [krasnal ogrodowy niko]: Jak tam u lekarza? Dobrze poszło, szybko? 

[14.1.2021 | 16:43:59] [cheeto pizzerini]: Jeszcze nie było wizyty 

[14.1.2021 | 16:44:3] [cheeto pizzerini]: Matka mi powiedziala 

[14.1.2021 | 16:44:6] [cheeto pizzerini]: Ze na 16 mamy 

[14.1.2021 | 16:44:10] [cheeto pizzerini]: A mamy na 16 40 

[14.1.2021 | 16:44:14] [cheeto pizzerini]: 🙄 

[14.1.2021 | 16:44:15] [krasnal ogrodowy niko]: O 

[14.1.2021 | 16:44:19] [krasnal ogrodowy niko]: To ja miałem na 9 

[14.1.2021 | 16:44:22] [cheeto pizzerini]: Ale bedzie spokój bo tylko gadańsko 

[14.1.2021 | 16:44:37] [krasnal ogrodowy niko]: A do gabinetu wszedłem o 15 

[14.1.2021 | 16:44:55] [cheeto pizzerini]: Ajaja 

[14.1.2021 | 16:52:25] [Deamovsky]: +1 

[14.1.2021 | 17:12:55] [krasnal ogrodowy niko]: Ludzie kurwa mi nie potrzebny jest pc tylko laptop 

[14.1.2021 | 17:13:9] [krasnal ogrodowy niko]: Nie chciałem komputera który mi będzie prąd zżerał 

[14.1.2021 | 17:13:40] [krasnal ogrodowy niko]: Mam konsole od grania nie komputer 

[14.1.2021 | 17:13:54] [krasnal ogrodowy niko]: Poza tym niektórzy mają więcej zadań dziennie niż granie. 

[14.1.2021 | 17:14:31] [cheeto pizzerini]: Już miałam wizytę 

[14.1.2021 | 17:14:32] [cheeto pizzerini]: I 

[14.1.2021 | 17:14:45] [cheeto pizzerini]: Bylo troche suabo bo było badanie jednak 

[14.1.2021 | 17:14:47] [cheeto pizzerini]: Ale 

[14.1.2021 | 17:14:51] [cheeto pizzerini]: Mnie nie pamietał 

[14.1.2021 | 17:14:58] [cheeto pizzerini]: Po poprzednich wizytach 

[14.1.2021 | 17:15:5] [cheeto pizzerini]: Więc nie był nieuprzejmy 

[14.1.2021 | 17:15:10] [cheeto pizzerini]: Wiec coolersko 

[14.1.2021 | 17:15:41] [cheeto pizzerini]: Bo po pierwszej wizycie powiedział mojej matce żeby mnie do psychologa zapisała 

[14.1.2021 | 17:15:49] [cheeto pizzerini]: 😐 

[14.1.2021 | 17:15:58] [cheeto pizzerini]: To on był niemiły pierwszy smh 

[14.1.2021 | 17:18:56] [krasnal ogrodowy niko]: Aha 

[14.1.2021 | 17:18:59] [krasnal ogrodowy niko]: Ale do dupy 

[14.1.2021 | 17:27:58] [tsuki]: Byłaś u lekarza? Co ci? 😢 

[14.1.2021 | 17:32:50] [cheeto pizzerini]: Kiedys mnie kolana bolały mega 

[14.1.2021 | 17:32:57] [cheeto pizzerini]: Ale wsumie mi przeszlo troche 

[14.1.2021 | 17:33:8] [cheeto pizzerini]: I teraz bylem tylko po to zeby miec zwolnienie 

[14.1.2021 | 17:33:12] [cheeto pizzerini]: Z wuefixu 

[14.1.2021 | 17:33:33] [tsuki]: Ooo 

[14.1.2021 | 17:33:40] [tsuki]: To raczej dobrze chyba haha 

[14.1.2021 | 17:33:58] [cheeto pizzerini]: Tak 

[14.1.2021 | 18:0:18] [krasnal ogrodowy niko]: Ej nooo 

[14.1.2021 | 18:0:27] [krasnal ogrodowy niko]: Kurwa maks zbieraj dupę i popatrz mi na ten laptop 

[14.1.2021 | 18:0:42] [krasnal ogrodowy niko]: Cały czas gada przez telefon z jakimś kolesiem 

[14.1.2021 | 18:7:54] [krasnal ogrodowy niko]: Wa mać 

[14.1.2021 | 18:8:4] [krasnal ogrodowy niko]: Brat mi się zepsuł vol.2 

[14.1.2021 | 18:8:12] [krasnal ogrodowy niko]: Czerwony jak burak 

[14.1.2021 | 18:8:21] [krasnal ogrodowy niko]: I dalej gada z tym kolesiem 

[14.1.2021 | 18:14:28] [cheeto pizzerini]: Hah 

[14.1.2021 | 18:40:36] [po prostu kaczka]: Siema 

[14.1.2021 | 18:41:51] [krasnal ogrodowy niko]: Część 

[14.1.2021 | 18:49:2] [ub.zuz]: Spytam osoby które tu piszą wątki - jaką długość odpisów najczęściej piszecie? 

[14.1.2021 | 18:50:19] [krasnal ogrodowy niko]: Ja w sumie zależy od weny tak naprawdę 

[14.1.2021 | 18:59:3] [tsuki]: Dwa/ trzy zdania. Najchętniej xd 

[14.1.2021 | 19:7:22] [krasnal ogrodowy niko]: Doznałem zawału 

[14.1.2021 | 19:7:37] [krasnal ogrodowy niko]: Nie lubię jak ktoś mi przechodzi koło drzwi bo się boje, że wejdzie 

[14.1.2021 | 19:8:15] [cheeto pizzerini]: ja mam zamkniete na klucz zawsze 

[14.1.2021 | 19:8:26] [cheeto pizzerini]: 😋 ✌️ 

[14.1.2021 | 19:8:30] [krasnal ogrodowy niko]: Nawet nie mam klucza ;_; 

[14.1.2021 | 19:8:33] [cheeto pizzerini]: au 

[14.1.2021 | 19:8:46] [krasnal ogrodowy niko]: Jeszcze to było gorsze 

[14.1.2021 | 19:8:57] [krasnal ogrodowy niko]: Że jak mi się nie chce to przebieram się w piżamę w pokoju 

[14.1.2021 | 19:9:27] [krasnal ogrodowy niko]: A że mam zamknięte drzwi tylko na klamkę 

[14.1.2021 | 19:9:35] [krasnal ogrodowy niko]: To dziadek mi wszedł do pokoju 

[14.1.2021 | 19:9:44] [krasnal ogrodowy niko]: Niby nie powinienem się wstydzić chyba 

[14.1.2021 | 19:10:0] [krasnal ogrodowy niko]: Ale pisnąłem wtedy tak głośno, że sąsiadka przyszła 

[14.1.2021 | 19:12:34] [krasnal ogrodowy niko]: Witamy na serwerze tańczącego patyczaka! 

[14.1.2021 | 19:15:7] [cheeto pizzerini]: ja zawsze jestem w piżamie 

[14.1.2021 | 19:15:15] [krasnal ogrodowy niko]: U fajnie masz 

[14.1.2021 | 19:15:17] [cheeto pizzerini]: and thats on depression 

[14.1.2021 | 19:15:21] [cheeto pizzerini]: nom 

[14.1.2021 | 19:15:37] [cheeto pizzerini]: jedyne co to n apiżamę mam bluzę i leginsy i jest fiesta 

[14.1.2021 | 19:15:53] [krasnal ogrodowy niko]: ~~mam depresję ale niespecjalnie chodzę cały czas w piżamie~~ 

[14.1.2021 | 19:16:6] [krasnal ogrodowy niko]: Tylko mam trudno wstać z łóżka i cokolwiek zrobić 

[14.1.2021 | 19:16:45] [cheeto pizzerini]: ja nie dbam o siebie wcale 

[14.1.2021 | 19:16:51] [cheeto pizzerini]: chyba że spotykam jakis ludzi 

[14.1.2021 | 19:17:44] [krasnal ogrodowy niko]: Ja też 

[14.1.2021 | 19:18:34] [krasnal ogrodowy niko]: Chodzę w powyciąganym dresie, z gumką wplątaną we włosy i z worami pod oczami 

[14.1.2021 | 19:18:40] [krasnal ogrodowy niko]: Piękny zestaw 

[14.1.2021 | 20:23:53] [po prostu kaczka]: ja też 

[14.1.2021 | 20:23:54] [po prostu kaczka]: w szlafroku 

[14.1.2021 | 20:24:31] [krasnal ogrodowy niko]: <@606163342192672828> 

[14.1.2021 | 20:24:34] [krasnal ogrodowy niko]: Widzisz już? 

[14.1.2021 | 20:25:24] [dancing_stickbug.exe]: Widzę 

[14.1.2021 | 20:25:26] [dancing_stickbug.exe]: Thank u 

[14.1.2021 | 20:26:33] [krasnal ogrodowy niko]: Oficjalnie witamy na serwku UwU 

[14.1.2021 | 20:26:53] [dancing_stickbug.exe]: Omg jak milusio~ 

[14.1.2021 | 20:26:55] [dancing_stickbug.exe]: Hej hej 

[14.1.2021 | 20:27:4] [krasnal ogrodowy niko]: Jak tam zyćko? 

[14.1.2021 | 20:27:13] [Kishunia]: Napij się 

[14.1.2021 | 20:27:14][Kishunia]: undefined [Image Link:https://cdn.discordapp.com/attachments/787765832033107968/799358993717264454/nieznane.jpeg] 

[14.1.2021 | 20:27:27] [Kishunia]: Bo zaczynasz geiazdorzyć 

[14.1.2021 | 20:27:48] [dancing_stickbug.exe]: A gut gut 

[14.1.2021 | 20:27:53] [dancing_stickbug.exe]: A tam? 

[14.1.2021 | 20:28:10] [krasnal ogrodowy niko]: Nudy 

[14.1.2021 | 20:28:17] [krasnal ogrodowy niko]: ??? 

[14.1.2021 | 20:28:30] [Kishunia]: Skąd mam wiedzieć 

[14.1.2021 | 20:34:58] [podgryzacz_książek]: Dobry 

[14.1.2021 | 20:43:19] [FiczetoX]: Dzień dobry, pan podgryzacz znalazł prawidłowe emoi? 

[14.1.2021 | 20:44:21] [podgryzacz_książek]: Prawidłowe w kątekście? 

[14.1.2021 | 20:53:53] [18seba03]: Hmm wódka 

[14.1.2021 | 20:54:47] [18seba03]: <:SipTea:798193947553562684> 

[14.1.2021 | 20:55:56] [krasnal ogrodowy niko]: <@391309078980198400> witamy 

[14.1.2021 | 20:56:9] [Bambam1337]: dzien dobry 

[14.1.2021 | 20:56:19] [18seba03]: Chyba dobry wieczór 

[14.1.2021 | 20:56:21] [krasnal ogrodowy niko]: Mam wrażenie że gdzieś cię widziałem już kiedyś 

[14.1.2021 | 20:56:41] [Bambam1337]: dzias rano pytales o nowa wspolprace 🙂 

[14.1.2021 | 21:3:8] [🌰Kasztaneq🔥]: <@553688850921291787> a Ibisz mi kp? 

[14.1.2021 | 21:3:16] [🌰Kasztaneq🔥]: Zrobisz* 

[14.1.2021 | 21:15:1] [krasnal ogrodowy niko]: <@565167434340892682> witamy ^^ 

[14.1.2021 | 21:30:42] [krasnal ogrodowy niko]: Co tam u was? 

[14.1.2021 | 21:30:42] [krasnal ogrodowy niko]: Co tam u was? 

[14.1.2021 | 21:33:9] [krasnal ogrodowy niko]: Jak minął dzień? 

[14.1.2021 | 21:33:11] [krasnal ogrodowy niko]: <@&795268997955584042> 

[14.1.2021 | 21:35:41] [po prostu kaczka]: tak se 

[14.1.2021 | 21:37:27] [krasnal ogrodowy niko]: Oj 

[14.1.2021 | 21:37:38] [krasnal ogrodowy niko]: A jak się czujesz? Lepiej już, przechodzi choróbsko? 

[14.1.2021 | 21:57:36] [_Zack_]: Ta fabuła jest dziwna szczerze mówią 

[14.1.2021 | 21:57:39] [_Zack_]: Oryginalna 

[14.1.2021 | 21:57:53] [_Zack_]: No cóż jak już tu jestem to zobaczę 

[14.1.2021 | 21:58:15] [_Zack_]: Fajnie czasem w coś nowego pograć 

[14.1.2021 | 21:58:20] [_Zack_]: A nie tylko zombiaczki 

[14.1.2021 | 22:22:3] [18seba03]: Zombiaczki są spoko 

[14.1.2021 | 22:22:6] [18seba03]: <:SipTea:798193947553562684> 

[14.1.2021 | 22:22:14] [Deamovsky]: znowu +1 

[14.1.2021 | 22:22:40] [18seba03]: Ale i tak twierdzę że World War Z film to shit
*Change my mind* 

[14.1.2021 | 22:30:30] [po prostu kaczka]: Nie
Papieziwa godzina 

[14.1.2021 | 22:38:2] [_Zack_]: > Zombiaczki są spoko
<@303250741429272577> 
Są ale bardzo dużo tego i już mi się przejadlo 

[14.1.2021 | 22:39:1] [Grylled]: Nwm czy tak jest chyba #Alive jest nieco gorszy 

[14.1.2021 | 22:49:1] [18seba03]: Powiem Ci że nie wiedziałem że w tamtym roku wyszedł nowy film o zombie 

[14.1.2021 | 22:49:5] [18seba03]: Muszę obejrzeć 

[14.1.2021 | 22:50:30] [Grylled]: O widzisz 

[14.1.2021 | 22:50:35] [Grylled]: znaczy nie spojleruje 

[14.1.2021 | 22:51:39] [Grylled]: ale to trochę taki chiński film o szybkiej fabule 

[14.1.2021 | 22:51:55] [Grylled]: ale efekty czy design to nawet spk 

[14.1.2021 | 22:51:58] [Deamovsky]: a nie koreański? 

[14.1.2021 | 22:53:21] [Deamovsky]: dokładniej południowokoreański 

[14.1.2021 | 23:0:16] [Grylled]: Hmm wiem że koreański jest pandora box 

[14.1.2021 | 23:0:28] [Grylled]: też całkiem całkiem swoją drogą 

[14.1.2021 | 23:0:59] [krasnal ogrodowy niko]: Jutro pierdole 

[14.1.2021 | 23:1:6] [krasnal ogrodowy niko]: Leżę cały dzień w łóżku 

[14.1.2021 | 23:1:9] [krasnal ogrodowy niko]: I nie wstaje 

[14.1.2021 | 23:2:48] [po prostu kaczka]: I dobrze 

[14.1.2021 | 23:2:49] [Grylled]: a myślałem że chiński 

[14.1.2021 | 23:5:27] [Deamovsky]: czyli dobrze pamiętałem że to koreański film 

[14.1.2021 | 23:7:23] [Grylled]: na to wygląda 

[14.1.2021 | 23:7:51] [Grylled]: Ale o zombie jest mało takich dobrych filmów 

[14.1.2021 | 23:7:52] [18seba03]: Pandora box, ten tytuł kojarze akurat 

[14.1.2021 | 23:7:58] [18seba03]: Prawda 

[14.1.2021 | 23:8:5] [Grylled]: to akurat o reaktorze 

[14.1.2021 | 23:9:1] [18seba03]: Coś mi świta, ale nie na tyle jasno jak psu jajca xD. A tak na poważnie to właśnie tylko tyle kojarzę, chyba tylko raz go obejrzałem 
