[15.1.2021 | 13:5:21] [Domii ;3]: %fish 
[16.1.2021 | 18:26:54] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:26:56] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:26:57] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:26:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:14] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:16] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:19] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:24] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:26] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:28] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:31] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:32] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:35] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:37] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:38] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:39] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:43] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:46] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:56] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:57] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:28:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:0] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:6] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:9] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:11] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:15] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:31] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:36] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:38] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:43] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:47] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:50] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:52] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:54] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:56] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:29:58] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:0] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:6] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:10] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:12] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:14] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:15] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:17] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:20] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:26] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:28] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:32] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:36] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:38] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:40] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:42] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:44] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:46] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:30:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %verify 17 

[16.1.2021 | 18:31:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:31:7] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:31:9] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:31:12] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:31:14] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:31:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:31:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:31:24] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:31:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %inventory 

[16.1.2021 | 18:31:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %buy 1000 fish 

[16.1.2021 | 18:31:54] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %bait fish 

[16.1.2021 | 18:32:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:6] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:10] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:11] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:13] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:16] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:19] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:25] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:32:31] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:35:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: https://tenor.com/view/cute-adorable-eyebrows-kidding-gif-14826372 

[16.1.2021 | 18:35:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: https://tenor.com/view/cute-adorable-eyebrows-kidding-gif-14826372 

[16.1.2021 | 18:35:52] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %inventory 

[16.1.2021 | 18:36:33] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:35] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:37] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:40] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:42] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:50] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:56] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:36:58] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:0] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:4] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:6] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:8] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:9] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:11] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:13] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:17] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %buy fish20m 

[16.1.2021 | 18:37:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:25] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:31] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:33] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:35] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:37] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:40] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:47] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:49] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:51] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:56] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:37:59] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:0] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:2] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:3] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:5] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:7] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:9] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:11] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:13] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:15] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:17] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:20] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:25] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:28] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:31] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:35] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:37] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:39] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:40] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:41] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:43] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:45] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:46] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:48] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:50] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %buy fish20m 

[16.1.2021 | 18:38:53] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:55] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:38:57] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:1] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:3] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:5] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:7] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:9] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:11] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:13] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:15] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:17] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:18] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:20] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:21] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:23] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:24] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:26] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:27] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:29] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:30] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:32] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

[16.1.2021 | 18:39:34] [𝔽̶𝕒̶𝕡̶𝕒̶ł̶𝕖̶ł̶𝕦̶]: %fish 

