[7.1.2021 | 17:49:44] [COVER]: 6946 
[28.1.2021 | 10:20:11] [NoOne]: .work 

[28.1.2021 | 10:20:14] [NoOne]: .slut 

[28.1.2021 | 10:20:16] [NoOne]: .crime 

[28.1.2021 | 10:20:19] [NoOne]: .dep all 

[28.1.2021 | 11:32:53] [🐬 Bluenade_]: .work 

[28.1.2021 | 11:55:15] [Szop Pracz]: .collect-income 

[28.1.2021 | 12:5:15] [🐬 Bluenade_]: .work 

[28.1.2021 | 12:5:18] [🐬 Bluenade_]: .slut 

[28.1.2021 | 12:5:21] [🐬 Bluenade_]: .dep all 

[28.1.2021 | 13:6:1] [Szop Pracz]: .work 

[28.1.2021 | 13:6:3] [Szop Pracz]: .slut 

[28.1.2021 | 13:6:7] [Szop Pracz]: .crime 

[28.1.2021 | 13:6:9] [Szop Pracz]: .dep all 

[28.1.2021 | 13:6:12] [Szop Pracz]: .bal 

[28.1.2021 | 13:6:16] [Szop Pracz]: .top 

[28.1.2021 | 13:16:48] [Szop Pracz]: .pay <@!793522598000459788> 500 

[28.1.2021 | 13:16:55] [Szop Pracz]: .with 500 

[28.1.2021 | 13:17:6] [Szop Pracz]: .pay <@!793522598000459788>  500 

[28.1.2021 | 13:17:22] [Szop Pracz]: za grzeczność i pomoc innym :) 

[28.1.2021 | 13:18:11] [Szop Pracz]: .bal 

[28.1.2021 | 13:19:17] [Szop Pracz]: UvU 

[28.1.2021 | 13:19:38] [Szop Pracz]: .work 

[28.1.2021 | 13:19:44] [Szop Pracz]: łok 

[28.1.2021 | 13:22:15] [sirvel_wolf]: .work 

[28.1.2021 | 13:22:18] [sirvel_wolf]: .slut 

[28.1.2021 | 13:22:22] [sirvel_wolf]: .crime 

[28.1.2021 | 13:22:25] [sirvel_wolf]: .dep all 

[28.1.2021 | 13:22:30] [sirvel_wolf]: .bal 

[28.1.2021 | 13:22:36] [sirvel_wolf]: .top 

[28.1.2021 | 13:22:51] [Invejosa]: Dziękuję 💗 

[28.1.2021 | 13:23:21] [Szop Pracz]: przyjemność po mojej stronie 

[28.1.2021 | 13:26:43] [sirvel_wolf]: .bal <@!793522598000459788> 

[28.1.2021 | 13:26:48] [sirvel_wolf]: .rob  <@!793522598000459788> 

[28.1.2021 | 13:26:49] [Invejosa]: .dep all 

[28.1.2021 | 13:26:54] [sirvel_wolf]: f 

[28.1.2021 | 13:26:57] [Invejosa]: Cholercia, nie zdążyłam 🤣 

[28.1.2021 | 13:26:59] [sirvel_wolf]: 😦 

[28.1.2021 | 13:26:59] [Szop Pracz]: osz w kake 

[28.1.2021 | 13:27:0] [Invejosa]: Byłam czujna 

[28.1.2021 | 13:27:28] [NoOne]: .top-money 

[28.1.2021 | 13:27:32] [NoOne]: .top 

[28.1.2021 | 13:27:45] [NoOne]: .top-cash 

[28.1.2021 | 13:27:50] [NoOne]: <:PandaZez:784400603585183764> 

[28.1.2021 | 13:27:52] [Invejosa]: ? 

[28.1.2021 | 13:27:57] [Invejosa]: .balancetop 

[28.1.2021 | 13:28:3] [Invejosa]: .top 

[28.1.2021 | 13:28:16] [NoOne]: .help 

[28.1.2021 | 13:29:24] [NoOne]: .leaderboard 

[28.1.2021 | 13:29:32] [NoOne]: .economy stats 

[28.1.2021 | 13:29:36] [Invejosa]: .help economy 

[28.1.2021 | 13:29:38] [Szop Pracz]: .top cash 

[28.1.2021 | 13:29:43] [Szop Pracz]: .top-cach 

[28.1.2021 | 13:29:48] [Szop Pracz]: .top-cash 

[28.1.2021 | 13:29:53] [NoOne]: <a:PU_pepeKMS:763178922690871306> 

[28.1.2021 | 13:29:57] [Invejosa]: <@!562341280726908930>, czego szukasz? 

[28.1.2021 | 13:30:28] [sirvel_wolf]: .top -casch 

[28.1.2021 | 13:30:33] [NoOne]: Szczęścia 

[28.1.2021 | 13:30:35] [NoOne]: :3 

[28.1.2021 | 13:30:41] [sirvel_wolf]: .top cash 

[28.1.2021 | 13:30:43] [Invejosa]: Kto Ci zaoferuje szczęście? 

[28.1.2021 | 13:30:51] [sirvel_wolf]: .top -cash 

[28.1.2021 | 13:31:2] [NoOne]: Serio 

[28.1.2021 | 13:31:5] [NoOne]: Bruh 

[28.1.2021 | 13:31:12] [sirvel_wolf]: co? 

[28.1.2021 | 13:31:23] [NoOne]: Ta komenda 

[28.1.2021 | 13:31:35] [NoOne]: .rob <@632672411141013530> 

[28.1.2021 | 13:31:39] [NoOne]: F 

[28.1.2021 | 13:31:43] [Invejosa]: .money <@!632672411141013530> 

[28.1.2021 | 13:31:47] [Invejosa]: .rob <@!632672411141013530> 

[28.1.2021 | 13:31:53] [Invejosa]: Kradniemy, szybko, szybko 

[28.1.2021 | 13:32:1] [sirvel_wolf]: włączył goda 

[28.1.2021 | 13:32:7] [NoOne]: Pewnie tak 

[28.1.2021 | 13:32:9] [sirvel_wolf]: pilnuje go policja 

[28.1.2021 | 13:32:12] [Invejosa]: Cichego ochrania magiczna osłona 

[28.1.2021 | 13:32:16] [Invejosa]: Psychiczna i eee 

[28.1.2021 | 13:32:18] [sirvel_wolf]: .rob 

[28.1.2021 | 13:32:21] [Invejosa]: Fizyczna 

[28.1.2021 | 13:32:26] [Invejosa]: Eee oraz 

[28.1.2021 | 13:32:30] [sirvel_wolf]: .rob <@!748566628953751552> 

[28.1.2021 | 13:32:34] [sirvel_wolf]: xd 

[28.1.2021 | 13:32:39] [Invejosa]: Nie wiem 

[28.1.2021 | 13:32:45] [Szop Pracz]: .rob <@!721619240721055797> 

[28.1.2021 | 13:32:45] [sirvel_wolf]: .rob <@!632672411141013530> 

[28.1.2021 | 13:32:51] [Szop Pracz]: jejks 

[28.1.2021 | 13:32:53] [NoOne]: Nie ma sensu 

[28.1.2021 | 13:32:57] [NoOne]: Na nim 

[28.1.2021 | 13:32:59] [NoOne]: -_- 

[28.1.2021 | 13:32:59] [sirvel_wolf]: 12 godzin !? 

[28.1.2021 | 13:33:6] [Invejosa]: Jest bogiem, tyle w temacie 

[28.1.2021 | 13:33:8] [Invejosa]: Osłania go osłona 

[28.1.2021 | 13:33:12] [Szop Pracz]: sorry cytryna ale powód brak aktywności 

[28.1.2021 | 13:33:21] [sirvel_wolf]: ja go okradne za 12h 

[28.1.2021 | 13:33:25] [Szop Pracz]: Yos 

[28.1.2021 | 13:33:25] [Chmielewski002]: Nie byłbym taki tego pewien 

[28.1.2021 | 13:33:37] [Chmielewski002]: .rob <@632672411141013530> 

[28.1.2021 | 13:33:39] [Invejosa]: Hahaha 

[28.1.2021 | 13:33:41] [Invejosa]: 🤣 

[28.1.2021 | 13:33:43] [sirvel_wolf]: a jak go okradne to z 2k 

[28.1.2021 | 13:33:43] [NoOne]: Przyszedł pan maruda 

[28.1.2021 | 13:33:47] [sirvel_wolf]: xd 

[28.1.2021 | 13:34:4] [Szop Pracz]: osz w kake 

[28.1.2021 | 13:34:7] [sirvel_wolf]: 3,820????? 

[28.1.2021 | 13:34:13] [NoOne]: Stonks 

[28.1.2021 | 13:34:14] [Chmielewski002]: Podzielimy się? 

[28.1.2021 | 13:34:19] [sirvel_wolf]: nwm 

[28.1.2021 | 13:34:35] [Chmielewski002]: .give-money <@632672411141013530> 3820 

[28.1.2021 | 13:34:54] [🐬 Bluenade_]: .rob <@632672411141013530> 

[28.1.2021 | 13:34:57] [🐬 Bluenade_]: xD 

[28.1.2021 | 13:35:7] [sirvel_wolf]: jesteś głupi czy głupi <@!802644548999708683> 

[28.1.2021 | 13:35:7] [NoOne]: Xddd 

[28.1.2021 | 13:35:16] [🐬 Bluenade_]: .dep all 

[28.1.2021 | 13:35:17] [NoOne]: Szanuje 

[28.1.2021 | 13:35:18] [🐬 Bluenade_]: ez 

[28.1.2021 | 13:35:22] [🐬 Bluenade_]: .bal 

[28.1.2021 | 13:35:28] [Invejosa]: Biedny Cichy 

[28.1.2021 | 13:35:30] [🐬 Bluenade_]: nie wiem nawet po co mi to 

[28.1.2021 | 13:35:32] [Szop Pracz]: :< 

[28.1.2021 | 13:35:37] [🐬 Bluenade_]: chce ktoś 5k? 

[28.1.2021 | 13:35:37] [sirvel_wolf]: .bal -cash 

[28.1.2021 | 13:35:39] [Szop Pracz]: to daj mojej firmie 

[28.1.2021 | 13:35:39] [Invejosa]: Możesz kupić sobie Mvipa i vipa 

[28.1.2021 | 13:35:43] [Szop Pracz]: ja 

[28.1.2021 | 13:35:47] [🐬 Bluenade_]: o 

[28.1.2021 | 13:35:50] [🐬 Bluenade_]: dobry pomysł 

[28.1.2021 | 13:35:51] [Invejosa]: .shop 

[28.1.2021 | 13:35:54] [sirvel_wolf]: .top -cash 

[28.1.2021 | 13:35:54] [🐬 Bluenade_]: .shop 2 

[28.1.2021 | 13:35:55] [Invejosa]: .shop 2 

[28.1.2021 | 13:36:1] [Szop Pracz]: invejosa dlaczego :sadpepe: 

[28.1.2021 | 13:36:11] [Invejosa]: .collect-income, dlatego 

[28.1.2021 | 13:36:20] [Invejosa]: Większy zysk będzie w przyszłości 

[28.1.2021 | 13:36:27] [sirvel_wolf]: tak 

[28.1.2021 | 13:36:34] [🐬 Bluenade_]: .with 4000 

[28.1.2021 | 13:36:35] [🐬 Bluenade_]: .buy-item mvip 

[28.1.2021 | 13:36:38] [Invejosa]: Oczarowany 

[28.1.2021 | 13:36:41] [NoOne]: Ile dostajesz za moderatora? 

[28.1.2021 | 13:36:43] [🐬 Bluenade_]: .use-item mvip 

[28.1.2021 | 13:36:47] [🐬 Bluenade_]: pog 

[28.1.2021 | 13:36:47] [Invejosa]: .collect-income 

[28.1.2021 | 13:36:50] [sirvel_wolf]: z .work .slut i .crime można zarrobić nawet 1k 

[28.1.2021 | 13:36:57] [Invejosa]: 450 <:Rubin:764543629468499968> 

[28.1.2021 | 13:37:2] [NoOne]: Widzę już 

[28.1.2021 | 13:37:21] [Invejosa]: Wole nie liczyć ile Cichy dostał już wzmianek... 

[28.1.2021 | 13:37:24] [🐬 Bluenade_]: co daje mvip tak w ogóle? 

[28.1.2021 | 13:37:26] [🐬 Bluenade_]: xD 

[28.1.2021 | 13:37:28] [NoOne]: Dużo 

[28.1.2021 | 13:37:35] [sirvel_wolf]: hajs 

[28.1.2021 | 13:37:47] [sirvel_wolf]: i kanały ogólne 

[28.1.2021 | 13:37:52] [Szop Pracz]: rip portfel cichego 

[28.1.2021 | 13:37:53] [Szop Pracz]: :< 

[28.1.2021 | 13:37:54] [Invejosa]: Wypłaty, dostep do <#788011017145024534>, załączanie plików, wysyłanie wiadomości tts, eee i czk 

[28.1.2021 | 13:38:3] [🐬 Bluenade_]: .bal cichy 

[28.1.2021 | 13:38:9] [🐬 Bluenade_]: jeszcze ma troche 

[28.1.2021 | 13:38:10] [🐬 Bluenade_]: .bal 

[28.1.2021 | 13:38:19] [Szop Pracz]: robie zbiórke by cichemu wynagrodzić 

[28.1.2021 | 13:38:20] [Invejosa]: Używanie zewnetrznych emoji z innych serwerów 

[28.1.2021 | 13:38:32] [🐬 Bluenade_]: nie mam nitro więc to jest useless 

[28.1.2021 | 13:38:36] [NoOne]: Trzeba mieć <a:CH_DiscordNitro:772089044494188575> 

[28.1.2021 | 13:38:45] [🐬 Bluenade_]: . 

[28.1.2021 | 13:38:49] [🐬 Bluenade_]: napisałam to 

[28.1.2021 | 13:38:51] [🐬 Bluenade_]: właśnie 

[28.1.2021 | 13:39:3] [NoOne]: Widzę 

[28.1.2021 | 13:39:8] [NoOne]: <a:think3dfast:796456336446586910> 

[28.1.2021 | 13:39:12] [Invejosa]: Chyba najlepsze - wypłaty. No nie zapominajmy o np możliwości zmiany pseudonimu 

[28.1.2021 | 13:44:53] [Invejosa]: Dalej ten system biletów robisz <@!632672411141013530>? 

[28.1.2021 | 13:45:10] [Cichy]: Tak, dalej. Wstrzymałem prace techniczne z systemem biletów na jakiś czas. 

[28.1.2021 | 13:49:13] [sirvel_wolf]: .work 

[28.1.2021 | 13:51:19] [🐬 Bluenade_]: .collect-income 

[28.1.2021 | 13:51:23] [🐬 Bluenade_]: pog 

[28.1.2021 | 13:51:25] [🐬 Bluenade_]: .dep all 

[28.1.2021 | 13:51:28] [🐬 Bluenade_]: .bal 

[28.1.2021 | 13:51:34] [🐬 Bluenade_]: .with all 

[28.1.2021 | 13:51:39] [🐬 Bluenade_]: .pay <@751411028041924631> all 

[28.1.2021 | 13:51:41] [🐬 Bluenade_]: masz 

[28.1.2021 | 13:51:44] [🐬 Bluenade_]: nie wiem po co 

[28.1.2021 | 13:51:46] [🐬 Bluenade_]: ale masz 

[28.1.2021 | 13:51:55] [Shibe]: .rob <@!751411028041924631> 

[28.1.2021 | 13:52:4] [🐬 Bluenade_]: jaki cham 

[28.1.2021 | 13:52:12] [Szop Pracz]: .dep all 

[28.1.2021 | 13:52:13] [Shibe]: .pay <@!751411028041924631>  all 

[28.1.2021 | 13:52:17] [🐬 Bluenade_]: .work 

[28.1.2021 | 13:52:17] [Szop Pracz]: .dep all 

[28.1.2021 | 13:52:21] [Shibe]: Prosze 

[28.1.2021 | 13:52:26] [🐬 Bluenade_]: .slut 

[28.1.2021 | 13:52:28] [Szop Pracz]: good boy 

[28.1.2021 | 13:52:30] [🐬 Bluenade_]: .crime 

[28.1.2021 | 13:52:34] [🐬 Bluenade_]: .dep all 

[28.1.2021 | 13:52:56] [Shibe]: Thanks 

[28.1.2021 | 13:53:2] [sirvel_wolf]: .bal 

[28.1.2021 | 13:53:7] [Shibe]: .bal 

[28.1.2021 | 13:53:13] [Shibe]: .dep all 

[28.1.2021 | 13:53:13] [sirvel_wolf]: .withdraw 4 

[28.1.2021 | 13:53:17] [sirvel_wolf]: .bal 

[28.1.2021 | 13:53:21] [Shibe]: .bal 

[28.1.2021 | 13:53:24] [sirvel_wolf]: .dep all 

[28.1.2021 | 13:53:29] [Shibe]: .dep all 

[28.1.2021 | 13:53:33] [Shibe]: .bal 

[28.1.2021 | 13:53:48] [sirvel_wolf]: czy mi sie chajs skopiował? 

[28.1.2021 | 13:54:15] [🐬 Bluenade_]: idk 

[28.1.2021 | 14:18:18] [!!.𝓐𝓜𝓘𝓧𝓢𝓞®.!!]: .bal 

[28.1.2021 | 14:18:35] [!!.𝓐𝓜𝓘𝓧𝓢𝓞®.!!]: .work 

[28.1.2021 | 14:18:41] [!!.𝓐𝓜𝓘𝓧𝓢𝓞®.!!]: .crime 

[28.1.2021 | 14:18:48] [!!.𝓐𝓜𝓘𝓧𝓢𝓞®.!!]: .deposite 

[28.1.2021 | 14:18:53] [!!.𝓐𝓜𝓘𝓧𝓢𝓞®.!!]: .dep all 

[28.1.2021 | 16:37:19] [Szop Pracz]: .work 

[28.1.2021 | 16:37:21] [Szop Pracz]: .slut 

[28.1.2021 | 16:37:22] [Szop Pracz]: .crime 

[28.1.2021 | 16:37:26] [Szop Pracz]: .dep all 

[28.1.2021 | 16:37:27] [Invejosa]: .work 

[28.1.2021 | 16:37:28] [Invejosa]: .slut 

[28.1.2021 | 16:37:30] [Invejosa]: .crime 

[28.1.2021 | 16:37:33] [Invejosa]: .collect-income 

[28.1.2021 | 16:45:59] [NoOne]: .shoo 

[28.1.2021 | 16:46:2] [NoOne]: .shop 

[28.1.2021 | 16:46:12] [NoOne]: .shop 2 

[28.1.2021 | 17:53:14] [Shibe]: .dep all 

[28.1.2021 | 17:53:16] [Shibe]: .bal 

[28.1.2021 | 18:25:26] [Husky]: .work 

[28.1.2021 | 18:25:31] [Husky]: .slut 

[28.1.2021 | 18:41:28] [Husky]: .pay <@!751411028041924631> 1 

[28.1.2021 | 18:41:47] [Szop Pracz]: ło 

[28.1.2021 | 18:41:49] [Szop Pracz]: szacun 

[28.1.2021 | 18:42:17] [Szop Pracz]: .work 

[28.1.2021 | 18:42:20] [Szop Pracz]: .clut 

[28.1.2021 | 18:42:22] [Szop Pracz]: .slut 

[28.1.2021 | 18:42:24] [Szop Pracz]: .crime 

[28.1.2021 | 18:42:24] [Shibe]: .work 

[28.1.2021 | 18:42:27] [Shibe]: .crime 

[28.1.2021 | 18:42:29] [Shibe]: .slut 

[28.1.2021 | 18:42:30] [Szop Pracz]: .dep all 

[28.1.2021 | 18:42:32] [Shibe]: .bal 

[28.1.2021 | 18:42:39] [Shibe]: .dep 258 

[28.1.2021 | 18:42:39] [Szop Pracz]: daj shiba troche rubinków 

[28.1.2021 | 18:42:46] [Shibe]: .pay <@!751411028041924631>  1 

[28.1.2021 | 18:42:53] [Szop Pracz]: dzk jesteś wielki 

[28.1.2021 | 18:42:59] [Shibe]: A prosze 

[28.1.2021 | 19:28:32] [💜-Agatka007-💜]: .work 

[28.1.2021 | 19:28:39] [💜-Agatka007-💜]: .crime 

[28.1.2021 | 19:28:41] [💜-Agatka007-💜]: .slut 

[28.1.2021 | 19:28:47] [💜-Agatka007-💜]: .dep all 

[28.1.2021 | 19:28:52] [💜-Agatka007-💜]: .bal 

[28.1.2021 | 19:28:57] [💜-Agatka007-💜]: .top 

[28.1.2021 | 19:32:19] [szym402pl]: .top 

[28.1.2021 | 19:32:24] [szym402pl]: .bal <@!562341280726908930> 

[28.1.2021 | 19:32:30] [szym402pl]: .bal <@!634450543179333643> 

[28.1.2021 | 19:32:32] [szym402pl]: .top 2 

[28.1.2021 | 19:32:38] [szym402pl]: .bal 703181803589992468 

[28.1.2021 | 19:32:44] [szym402pl]: .bal 475609104103112704 

[28.1.2021 | 19:32:49] [szym402pl]: .bal <@!598536600493752320> 

[28.1.2021 | 19:32:54] [szym402pl]: .rob <@!598536600493752320> 

[28.1.2021 | 19:33:0] [szym402pl]: .collect-income 

[28.1.2021 | 19:33:2] [szym402pl]: .work 

[28.1.2021 | 19:33:4] [szym402pl]: .slut 

[28.1.2021 | 19:33:8] [..nath]: .del al 

[28.1.2021 | 19:33:10] [szym402pl]: .crime 

[28.1.2021 | 19:33:11] [szym402pl]: .dep all 

[28.1.2021 | 19:33:13] [..nath]: .dep all 

[28.1.2021 | 19:33:20] [💜-Agatka007-💜]: .rob <@360056533041676288> 

[28.1.2021 | 19:33:20] [szym402pl]: .dep all 

[28.1.2021 | 19:33:29] [szym402pl]: .top 

[28.1.2021 | 19:35:7] [NoOne]: .dep all 

[28.1.2021 | 19:35:11] [NoOne]: <:PandaZez:784400603585183764> 

[28.1.2021 | 21:12:34] [Invejosa]: .money 

[28.1.2021 | 21:38:49] [🐬 Bluenade_]: .work 

[28.1.2021 | 21:38:54] [🐬 Bluenade_]: .slut 

[28.1.2021 | 21:39:1] [🐬 Bluenade_]: .crime 

[28.1.2021 | 21:39:5] [🐬 Bluenade_]: .dep all 

[28.1.2021 | 21:39:27] [🐬 Bluenade_]: .collect-income 

